,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
LargeKitchenAppliances,50words,ShapesAll,Phoneme,WordsSynonyms,InsectWingbeatSound,FaceAll,MedicalImages,Cricket_X,Cricket_Y,Cricket_Z,uWaveGestureLibrary_Z,Lighting7,UWaveGestureLibraryAll,MiddlePhalanxTW,MALLAT,ProximalPhalanxTW,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,FacesUCR,ElectricDevices,InlineSkate,Adiac,DistalPhalanxTW,synthetic_control,Worms,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Two_Patterns,ProximalPhalanxOutlineAgeGroup,Symbols,CBF,OliveOil,Trace,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,ECG5000,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,Ham,Lighting2,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,ECG200,ProximalPhalanxOutlineCorrect,FordB,TwoLeadECG,ItalyPowerDemand,MoteStrain,OSULeaf,Gun_Point,ECGFiveDays,Earthquakes,Strawberry,FordA,SwedishLeaf,Beef,Meat,ShapeletSim,wafer,WormsTwoClass,ToeSegmentation2,ToeSegmentation1,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,ArrowHead,Plane,Coffee,Wine,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,HandOutlines,Herring,FaceFour,ScreenType,Computers,RefrigerationDevices
Lighting2,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_Y,Cricket_X,MALLAT,MedicalImages,uWaveGestureLibrary_X,InlineSkate,Cricket_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,Lighting7,UWaveGestureLibraryAll,ElectricDevices,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_Z,Adiac,OliveOil,CinC_ECG_torso,ECG5000,ScreenType,Worms,Two_Patterns,LargeKitchenAppliances,Beef,synthetic_control,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,CBF,Symbols,Meat,MiddlePhalanxOutlineAgeGroup,SmallKitchenAppliances,Computers,Strawberry,Gun_Point,ItalyPowerDemand,ECGFiveDays,WormsTwoClass,Trace,ChlorineConcentration,FordA,DistalPhalanxOutlineCorrect,ArrowHead,ProximalPhalanxOutlineCorrect,MoteStrain,RefrigerationDevices,Ham,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,FordB,ToeSegmentation1,TwoLeadECG,wafer,ECG200,PhalangesOutlinesCorrect,SonyAIBORobotSurface,OSULeaf,ToeSegmentation2,SwedishLeaf,Coffee,Wine,Earthquakes,HandOutlines,ShapeletSim,Car,yoga,DiatomSizeReduction,BirdChicken,BeetleFly,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
Lighting7,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_X,MedicalImages,Cricket_Y,MALLAT,Cricket_Z,uWaveGestureLibrary_X,InlineSkate,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,Adiac,OliveOil,CinC_ECG_torso,ECG5000,Two_Patterns,Beef,synthetic_control,Worms,LargeKitchenAppliances,ScreenType,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,CBF,Symbols,Meat,SmallKitchenAppliances,Computers,RefrigerationDevices,ECGFiveDays,Trace,Gun_Point,Ham,FordA,Lighting2,ItalyPowerDemand,PhalangesOutlinesCorrect,DistalPhalanxOutlineCorrect,Strawberry,ArrowHead,WormsTwoClass,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,ToeSegmentation1,MoteStrain,ECG200,SonyAIBORobotSurface,ToeSegmentation2,Coffee,OSULeaf,Wine,wafer,SwedishLeaf,Earthquakes,HandOutlines,ShapeletSim,Car,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
MALLAT,50words,ShapesAll,WordsSynonyms,FaceAll,InsectWingbeatSound,FacesUCR,MedicalImages,Cricket_X,Cricket_Y,Cricket_Z,Adiac,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,Lighting7,InlineSkate,MiddlePhalanxTW,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Z,DistalPhalanxTW,ProximalPhalanxTW,Beef,synthetic_control,ECG5000,ChlorineConcentration,Meat,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ScreenType,Two_Patterns,Worms,CinC_ECG_torso,Symbols,LargeKitchenAppliances,ProximalPhalanxOutlineAgeGroup,CBF,Trace,ArrowHead,SmallKitchenAppliances,Ham,SwedishLeaf,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,RefrigerationDevices,WormsTwoClass,Computers,Lighting2,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,FordA,OliveOil,OSULeaf,Coffee,MoteStrain,PhalangesOutlinesCorrect,Wine,ToeSegmentation1,SonyAIBORobotSurface,FordB,TwoLeadECG,ECG200,ProximalPhalanxOutlineCorrect,HandOutlines,ToeSegmentation2,wafer,Strawberry,Earthquakes,ShapeletSim,Car,yoga,DiatomSizeReduction,Gun_Point,BirdChicken,NonInvasiveFatalECG_Thorax2,Plane,BeetleFly,NonInvasiveFatalECG_Thorax1,FISH,Haptics,FaceFour,Herring
Meat,50words,WordsSynonyms,Phoneme,ShapesAll,FaceAll,MedicalImages,MALLAT,InsectWingbeatSound,FacesUCR,Cricket_X,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,Cricket_Y,Beef,Cricket_Z,uWaveGestureLibrary_X,OliveOil,DistalPhalanxTW,UWaveGestureLibraryAll,InlineSkate,ElectricDevices,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,ArrowHead,ECG5000,Worms,CBF,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,Adiac,DistalPhalanxOutlineAgeGroup,Gun_Point,Wine,Coffee,Strawberry,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,ScreenType,Lighting2,synthetic_control,HandOutlines,MiddlePhalanxOutlineCorrect,Ham,Two_Patterns,LargeKitchenAppliances,DistalPhalanxOutlineCorrect,Symbols,RefrigerationDevices,Computers,SmallKitchenAppliances,wafer,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,WormsTwoClass,Trace,FordA,MoteStrain,ToeSegmentation1,Earthquakes,TwoLeadECG,FordB,SonyAIBORobotSurface,ECG200,ToeSegmentation2,OSULeaf,SwedishLeaf,ShapeletSim,yoga,Car,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
MedicalImages,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_X,MALLAT,Cricket_Y,Cricket_Z,uWaveGestureLibrary_X,InlineSkate,Lighting7,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,ProximalPhalanxTW,MiddlePhalanxTW,OliveOil,Adiac,CinC_ECG_torso,Worms,ECG5000,Two_Patterns,ScreenType,LargeKitchenAppliances,synthetic_control,Beef,DistalPhalanxOutlineAgeGroup,CBF,ProximalPhalanxOutlineAgeGroup,Symbols,PhalangesOutlinesCorrect,Gun_Point,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,Meat,ProximalPhalanxOutlineCorrect,Strawberry,ChlorineConcentration,ECGFiveDays,Computers,ItalyPowerDemand,Trace,FordA,Lighting2,WormsTwoClass,RefrigerationDevices,ArrowHead,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,ToeSegmentation1,TwoLeadECG,FordB,MoteStrain,Ham,wafer,ECG200,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,ToeSegmentation2,OSULeaf,HandOutlines,Coffee,Wine,SwedishLeaf,Earthquakes,ShapeletSim,Car,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
MiddlePhalanxOutlineAgeGroup,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_Y,FacesUCR,MALLAT,InsectWingbeatSound,Cricket_X,InlineSkate,Cricket_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Z,MedicalImages,uWaveGestureLibrary_Y,Lighting7,MiddlePhalanxTW,OliveOil,CinC_ECG_torso,Adiac,Two_Patterns,LargeKitchenAppliances,Worms,ECG5000,ScreenType,synthetic_control,ProximalPhalanxTW,Beef,SmallKitchenAppliances,Symbols,Gun_Point,DistalPhalanxTW,Meat,CBF,ECGFiveDays,FordA,Strawberry,MiddlePhalanxOutlineCorrect,ItalyPowerDemand,Trace,Computers,DistalPhalanxOutlineAgeGroup,WormsTwoClass,RefrigerationDevices,TwoLeadECG,FordB,Lighting2,ToeSegmentation1,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurface,ChlorineConcentration,PhalangesOutlinesCorrect,ECG200,DistalPhalanxOutlineCorrect,ToeSegmentation2,ArrowHead,MoteStrain,wafer,OSULeaf,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineCorrect,SwedishLeaf,Ham,Coffee,Wine,ShapeletSim,HandOutlines,Earthquakes,yoga,Car,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
MiddlePhalanxOutlineCorrect,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,InsectWingbeatSound,Cricket_Y,MALLAT,Cricket_X,InlineSkate,Cricket_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,MedicalImages,ElectricDevices,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,Lighting7,MiddlePhalanxTW,OliveOil,CinC_ECG_torso,Adiac,Two_Patterns,ECG5000,ScreenType,LargeKitchenAppliances,Worms,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxTW,synthetic_control,Beef,Symbols,SmallKitchenAppliances,Meat,CBF,Gun_Point,Strawberry,ECGFiveDays,DistalPhalanxTW,FordA,ItalyPowerDemand,Computers,DistalPhalanxOutlineAgeGroup,WormsTwoClass,Trace,RefrigerationDevices,PhalangesOutlinesCorrect,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,ToeSegmentation1,Lighting2,DistalPhalanxOutlineCorrect,SonyAIBORobotSurface,ArrowHead,ECG200,MoteStrain,ToeSegmentation2,wafer,OSULeaf,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Ham,Coffee,SwedishLeaf,Wine,Earthquakes,ShapeletSim,HandOutlines,yoga,Car,BeetleFly,BirdChicken,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
MiddlePhalanxTW,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,Cricket_Y,Cricket_X,InsectWingbeatSound,MALLAT,Cricket_Z,InlineSkate,uWaveGestureLibrary_X,UWaveGestureLibraryAll,MedicalImages,ElectricDevices,uWaveGestureLibrary_Z,Lighting7,uWaveGestureLibrary_Y,CinC_ECG_torso,OliveOil,Adiac,Two_Patterns,Worms,LargeKitchenAppliances,ECG5000,synthetic_control,ScreenType,Beef,ProximalPhalanxTW,SmallKitchenAppliances,Symbols,CBF,MiddlePhalanxOutlineAgeGroup,Meat,FordA,ECGFiveDays,Gun_Point,DistalPhalanxTW,Trace,ChlorineConcentration,ItalyPowerDemand,RefrigerationDevices,Lighting2,Computers,TwoLeadECG,FordB,WormsTwoClass,Strawberry,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,ArrowHead,ToeSegmentation1,ECG200,SonyAIBORobotSurface,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,DistalPhalanxOutlineCorrect,OSULeaf,MoteStrain,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,wafer,Coffee,Ham,Wine,SwedishLeaf,ProximalPhalanxOutlineCorrect,ShapeletSim,HandOutlines,Earthquakes,yoga,Car,BeetleFly,BirdChicken,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
MoteStrain,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,Cricket_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Cricket_Z,InlineSkate,Cricket_X,FaceAll,ElectricDevices,SwedishLeaf,InsectWingbeatSound,uWaveGestureLibrary_X,Two_Patterns,MedicalImages,uWaveGestureLibrary_Y,DistalPhalanxTW,OSULeaf,Symbols,FacesUCR,CinC_ECG_torso,synthetic_control,LargeKitchenAppliances,Lighting7,Worms,Car,MALLAT,SmallKitchenAppliances,MiddlePhalanxTW,ProximalPhalanxTW,DiatomSizeReduction,TwoLeadECG,FordB,FordA,FISH,ToeSegmentation2,ScreenType,RefrigerationDevices,ECG200,ECG5000,SonyAIBORobotSurface,ECGFiveDays,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,yoga,ToeSegmentation1,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Computers,ShapeletSim,ProximalPhalanxOutlineAgeGroup,CBF,OliveOil,SonyAIBORobotSurfaceII,Plane,wafer,Lighting2,Trace,MiddlePhalanxOutlineCorrect,Ham,PhalangesOutlinesCorrect,BirdChicken,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,Earthquakes,Gun_Point,BeetleFly,Haptics,Herring,Meat,Beef,Strawberry,WormsTwoClass,ArrowHead,Coffee,NonInvasiveFatalECG_Thorax2,Wine,HandOutlines,NonInvasiveFatalECG_Thorax1
NonInvasiveFatalECG_Thorax1,ShapesAll,Adiac,SwedishLeaf,Phoneme,FISH,Cricket_Z,Plane,OSULeaf,Cricket_Y,Symbols,DiatomSizeReduction,Cricket_X,Car,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,synthetic_control,FaceFour,uWaveGestureLibrary_Y,Trace,Herring,ElectricDevices,uWaveGestureLibrary_X,InlineSkate,FacesUCR,BeetleFly,BirdChicken,InsectWingbeatSound,Worms,Two_Patterns,yoga,NonInvasiveFatalECG_Thorax2,RefrigerationDevices,SmallKitchenAppliances,Earthquakes,ShapeletSim,FaceAll,DistalPhalanxTW,ToeSegmentation2,CinC_ECG_torso,SonyAIBORobotSurface,ECG200,ToeSegmentation1,Haptics,FordB,TwoLeadECG,LargeKitchenAppliances,MedicalImages,50words,MoteStrain,wafer,FordA,SonyAIBORobotSurfaceII,WordsSynonyms,ScreenType,MiddlePhalanxTW,ECGFiveDays,ProximalPhalanxTW,ItalyPowerDemand,Lighting7,ECG5000,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
NonInvasiveFatalECG_Thorax2,ShapesAll,Adiac,Phoneme,SwedishLeaf,FISH,Cricket_Z,Plane,OSULeaf,Cricket_Y,Symbols,DiatomSizeReduction,Cricket_X,Car,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,synthetic_control,uWaveGestureLibrary_Y,Trace,FaceFour,ElectricDevices,uWaveGestureLibrary_X,Herring,InlineSkate,FacesUCR,BeetleFly,InsectWingbeatSound,Two_Patterns,Worms,BirdChicken,yoga,RefrigerationDevices,SmallKitchenAppliances,ShapeletSim,Earthquakes,FaceAll,NonInvasiveFatalECG_Thorax1,DistalPhalanxTW,ToeSegmentation2,CinC_ECG_torso,SonyAIBORobotSurface,ECG200,ToeSegmentation1,Haptics,FordB,TwoLeadECG,LargeKitchenAppliances,50words,MedicalImages,MoteStrain,wafer,FordA,SonyAIBORobotSurfaceII,WordsSynonyms,ScreenType,MiddlePhalanxTW,ECGFiveDays,ProximalPhalanxTW,ItalyPowerDemand,Lighting7,ECG5000,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
OSULeaf,yoga,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,Cricket_Z,SwedishLeaf,Cricket_Y,Cricket_X,Plane,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,ElectricDevices,FISH,InlineSkate,Trace,synthetic_control,Symbols,InsectWingbeatSound,FaceFour,Two_Patterns,FaceAll,Worms,50words,SmallKitchenAppliances,DistalPhalanxTW,DiatomSizeReduction,Car,CinC_ECG_torso,MedicalImages,FacesUCR,ECG200,WordsSynonyms,SonyAIBORobotSurface,LargeKitchenAppliances,TwoLeadECG,FordB,ShapeletSim,BirdChicken,BeetleFly,ToeSegmentation2,ToeSegmentation1,MoteStrain,MiddlePhalanxTW,FordA,ProximalPhalanxTW,ScreenType,RefrigerationDevices,Herring,SonyAIBORobotSurfaceII,Lighting7,ECGFiveDays,ItalyPowerDemand,ECG5000,DistalPhalanxOutlineAgeGroup,wafer,Earthquakes,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineCorrect,CBF,Haptics,MALLAT,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
OliveOil,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,FacesUCR,MedicalImages,Cricket_X,Cricket_Y,uWaveGestureLibrary_X,Cricket_Z,Lighting7,MiddlePhalanxTW,uWaveGestureLibrary_Y,InlineSkate,DistalPhalanxTW,ProximalPhalanxTW,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Adiac,Beef,ECG5000,synthetic_control,MALLAT,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Meat,DistalPhalanxOutlineAgeGroup,ScreenType,CinC_ECG_torso,LargeKitchenAppliances,Two_Patterns,Symbols,ProximalPhalanxOutlineAgeGroup,Ham,CBF,Worms,WormsTwoClass,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,ArrowHead,Computers,RefrigerationDevices,Lighting2,SmallKitchenAppliances,Trace,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,FordA,Coffee,MoteStrain,Wine,ProximalPhalanxOutlineCorrect,Strawberry,ToeSegmentation1,Earthquakes,FordB,TwoLeadECG,wafer,SonyAIBORobotSurface,SwedishLeaf,OSULeaf,HandOutlines,ECG200,ToeSegmentation2,ShapeletSim,Car,yoga,DiatomSizeReduction,BirdChicken,BeetleFly,Plane,FISH,Gun_Point,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
PhalangesOutlinesCorrect,50words,Phoneme,ShapesAll,WordsSynonyms,FaceAll,InsectWingbeatSound,FacesUCR,Cricket_Y,MedicalImages,Cricket_X,InlineSkate,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,Cricket_Z,MALLAT,UWaveGestureLibraryAll,ElectricDevices,Lighting7,uWaveGestureLibrary_Z,Adiac,ECG5000,CinC_ECG_torso,MiddlePhalanxTW,ScreenType,ProximalPhalanxTW,Two_Patterns,OliveOil,Beef,LargeKitchenAppliances,Meat,synthetic_control,Worms,Symbols,CBF,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,WormsTwoClass,SmallKitchenAppliances,Computers,Strawberry,ECGFiveDays,ItalyPowerDemand,ProximalPhalanxOutlineAgeGroup,FordA,DistalPhalanxTW,ProximalPhalanxOutlineCorrect,Ham,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,ArrowHead,Trace,MiddlePhalanxOutlineCorrect,Gun_Point,SonyAIBORobotSurfaceII,MoteStrain,FordB,TwoLeadECG,ToeSegmentation1,wafer,ECG200,Coffee,ToeSegmentation2,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,Wine,OSULeaf,Earthquakes,SwedishLeaf,Lighting2,HandOutlines,ShapeletSim,Car,yoga,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
Phoneme,ShapesAll,50words,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,WordsSynonyms,FaceAll,Cricket_Y,Cricket_X,Cricket_Z,InsectWingbeatSound,SwedishLeaf,MedicalImages,FacesUCR,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,InlineSkate,ElectricDevices,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,synthetic_control,Symbols,Plane,OSULeaf,FISH,Worms,Trace,Two_Patterns,CinC_ECG_torso,ECG5000,OliveOil,ScreenType,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,CBF,LargeKitchenAppliances,DiatomSizeReduction,Car,RefrigerationDevices,FaceFour,Beef,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,MoteStrain,ECG200,DistalPhalanxOutlineCorrect,Computers,Ham,Meat,ItalyPowerDemand,FordB,MiddlePhalanxOutlineCorrect,ECGFiveDays,TwoLeadECG,Lighting2,ToeSegmentation1,FordA,ShapeletSim,PhalangesOutlinesCorrect,ToeSegmentation2,ProximalPhalanxOutlineCorrect,yoga,wafer,Earthquakes,BeetleFly,Gun_Point,BirdChicken,Strawberry,WormsTwoClass,ArrowHead,Herring,Coffee,Wine,HandOutlines,Haptics
Plane,ShapesAll,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,SwedishLeaf,FISH,Cricket_Z,Cricket_Y,OSULeaf,Symbols,DiatomSizeReduction,Cricket_X,Car,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,synthetic_control,uWaveGestureLibrary_Y,ElectricDevices,Trace,uWaveGestureLibrary_X,Herring,InlineSkate,FaceFour,Two_Patterns,BeetleFly,InsectWingbeatSound,Worms,BirdChicken,RefrigerationDevices,yoga,SmallKitchenAppliances,FaceAll,ShapeletSim,Earthquakes,DistalPhalanxTW,CinC_ECG_torso,FacesUCR,SonyAIBORobotSurface,ToeSegmentation2,ECG200,FordB,TwoLeadECG,Haptics,ToeSegmentation1,LargeKitchenAppliances,MedicalImages,MoteStrain,FordA,wafer,SonyAIBORobotSurfaceII,50words,ScreenType,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxTW,ProximalPhalanxTW,ECG5000,WordsSynonyms,Lighting7,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
ProximalPhalanxOutlineAgeGroup,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,FacesUCR,Cricket_Y,InsectWingbeatSound,Cricket_X,MedicalImages,Cricket_Z,InlineSkate,uWaveGestureLibrary_X,MALLAT,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Z,Lighting7,uWaveGestureLibrary_Y,ProximalPhalanxTW,Adiac,CinC_ECG_torso,Two_Patterns,ECG5000,LargeKitchenAppliances,synthetic_control,ScreenType,Beef,Worms,OliveOil,MiddlePhalanxTW,Meat,Symbols,SmallKitchenAppliances,CBF,ChlorineConcentration,ECGFiveDays,FordA,Trace,RefrigerationDevices,ItalyPowerDemand,Computers,WormsTwoClass,Lighting2,MiddlePhalanxOutlineAgeGroup,Strawberry,ProximalPhalanxOutlineCorrect,TwoLeadECG,ArrowHead,FordB,Gun_Point,ToeSegmentation1,SonyAIBORobotSurface,ECG200,DistalPhalanxTW,PhalangesOutlinesCorrect,Ham,ToeSegmentation2,MoteStrain,SonyAIBORobotSurfaceII,OSULeaf,MiddlePhalanxOutlineCorrect,wafer,DistalPhalanxOutlineAgeGroup,Coffee,Wine,SwedishLeaf,DistalPhalanxOutlineCorrect,HandOutlines,ShapeletSim,Earthquakes,yoga,Car,BeetleFly,BirdChicken,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
