,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Coffee,Wine,Beef,ArrowHead,FacesUCR,Phoneme,50words,ECG5000,MedicalImages,WordsSynonyms,Meat,synthetic_control,uWaveGestureLibrary_Y,HandOutlines,WormsTwoClass,Worms,Cricket_Y,FaceAll,Lighting7,wafer,MALLAT,Strawberry,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,CinC_ECG_torso,CBF,OliveOil,Gun_Point,ProximalPhalanxOutlineAgeGroup,ShapesAll,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Computers,FaceAll,InsectWingbeatSound,DistalPhalanxTW,Symbols,ProximalPhalanxOutlineAgeGroup,CBF,uWaveGestureLibrary_Y,Earthquakes,ShapesAll,DistalPhalanxOutlineAgeGroup,MedicalImages,ECG5000,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxTW,InlineSkate,MoteStrain,Lighting7,DistalPhalanxOutlineCorrect,Phoneme,ProximalPhalanxTW,ElectricDevices,uWaveGestureLibrary_X,Cricket_X,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Cricket_Y,Ham,ItalyPowerDemand,Cricket_Z,ChlorineConcentration,ECGFiveDays,Lighting2,CinC_ECG_torso,UWaveGestureLibraryAll,50words,synthetic_control,WordsSynonyms,ToeSegmentation1,ProximalPhalanxOutlineCorrect,Two_Patterns,uWaveGestureLibrary_Z,PhalangesOutlinesCorrect,FacesUCR,FordA,MALLAT,ToeSegmentation2,Worms,Gun_Point,OliveOil,TwoLeadECG,FordB,ECG200,Strawberry,wafer,OSULeaf,SonyAIBORobotSurface,WormsTwoClass,Trace,Meat,ShapeletSim,BeetleFly,BirdChicken,Beef,ArrowHead,Coffee,Wine,Adiac,yoga,Plane,SwedishLeaf,HandOutlines,Car,DiatomSizeReduction,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,ScreenType,LargeKitchenAppliances,RefrigerationDevices
Cricket_X,WordsSynonyms,Phoneme,50words,MedicalImages,InsectWingbeatSound,ShapesAll,Trace,FaceAll,Lighting7,uWaveGestureLibrary_X,MiddlePhalanxTW,ProximalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ElectricDevices,uWaveGestureLibrary_Y,InlineSkate,DistalPhalanxTW,ChlorineConcentration,synthetic_control,MiddlePhalanxOutlineAgeGroup,MALLAT,FacesUCR,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,CBF,OliveOil,ScreenType,Worms,CinC_ECG_torso,LargeKitchenAppliances,Symbols,Two_Patterns,ECG5000,Computers,DistalPhalanxOutlineCorrect,Ham,SmallKitchenAppliances,RefrigerationDevices,MiddlePhalanxOutlineCorrect,ItalyPowerDemand,ECGFiveDays,Lighting2,SonyAIBORobotSurface,FordB,ECG200,TwoLeadECG,FordA,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,Adiac,ProximalPhalanxOutlineCorrect,ToeSegmentation2,OSULeaf,ToeSegmentation1,MoteStrain,Gun_Point,SwedishLeaf,Car,Meat,Strawberry,DiatomSizeReduction,Beef,FISH,ShapeletSim,Earthquakes,WormsTwoClass,wafer,BeetleFly,yoga,BirdChicken,ArrowHead,Plane,Coffee,Wine,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,HandOutlines,FaceFour,Haptics,Cricket_Z
Cricket_Y,Phoneme,ShapesAll,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,FaceAll,uWaveGestureLibrary_Y,InsectWingbeatSound,50words,ElectricDevices,Two_Patterns,DistalPhalanxTW,Trace,MedicalImages,WordsSynonyms,Worms,CinC_ECG_torso,synthetic_control,FacesUCR,Symbols,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,SmallKitchenAppliances,LargeKitchenAppliances,SonyAIBORobotSurface,FordB,TwoLeadECG,MALLAT,ECG200,ScreenType,DistalPhalanxOutlineAgeGroup,FordA,ECG5000,Adiac,ECGFiveDays,MiddlePhalanxOutlineAgeGroup,ItalyPowerDemand,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,OSULeaf,OliveOil,Computers,CBF,RefrigerationDevices,MoteStrain,SonyAIBORobotSurfaceII,SwedishLeaf,ToeSegmentation1,DistalPhalanxOutlineCorrect,Ham,ToeSegmentation2,Car,MiddlePhalanxOutlineCorrect,FISH,DiatomSizeReduction,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,ShapeletSim,yoga,Beef,Strawberry,wafer,Meat,BirdChicken,BeetleFly,Plane,WormsTwoClass,Earthquakes,ArrowHead,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,Coffee,Wine,FaceFour,HandOutlines,Haptics,Cricket_Z
Cricket_Z,ShapesAll,Phoneme,50words,Trace,WordsSynonyms,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,ElectricDevices,FaceAll,InsectWingbeatSound,InlineSkate,synthetic_control,MedicalImages,DistalPhalanxTW,Adiac,MiddlePhalanxTW,ProximalPhalanxTW,Worms,Lighting7,Two_Patterns,CinC_ECG_torso,FacesUCR,Symbols,SmallKitchenAppliances,SwedishLeaf,OSULeaf,MALLAT,LargeKitchenAppliances,FordB,TwoLeadECG,SonyAIBORobotSurface,ECG200,Car,FordA,ScreenType,DiatomSizeReduction,ECG5000,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,ECGFiveDays,FISH,ItalyPowerDemand,ToeSegmentation1,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,ProximalPhalanxOutlineAgeGroup,OliveOil,ChlorineConcentration,Computers,MoteStrain,CBF,SonyAIBORobotSurfaceII,ShapeletSim,DistalPhalanxOutlineCorrect,Ham,yoga,MiddlePhalanxOutlineCorrect,Lighting2,BirdChicken,PhalangesOutlinesCorrect,BeetleFly,ProximalPhalanxOutlineCorrect,Plane,Gun_Point,Beef,wafer,Strawberry,Earthquakes,Meat,NonInvasiveFatalECG_Thorax2,WormsTwoClass,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,ArrowHead,Coffee,Wine,HandOutlines,Haptics,Cricket_X
DiatomSizeReduction,Adiac,ShapesAll,FISH,SwedishLeaf,OSULeaf,Phoneme,Car,Symbols,Herring,synthetic_control,Plane,yoga,Cricket_Z,BirdChicken,BeetleFly,ShapeletSim,Cricket_X,Trace,Cricket_Y,FaceFour,NonInvasiveFatalECG_Thorax2,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,NonInvasiveFatalECG_Thorax1,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_X,Worms,RefrigerationDevices,ToeSegmentation2,SmallKitchenAppliances,SonyAIBORobotSurface,Two_Patterns,InlineSkate,Earthquakes,ToeSegmentation1,FacesUCR,ECG200,CinC_ECG_torso,FordB,TwoLeadECG,MoteStrain,LargeKitchenAppliances,DistalPhalanxTW,FaceAll,InsectWingbeatSound,FordA,ScreenType,SonyAIBORobotSurfaceII,MedicalImages,MiddlePhalanxTW,ProximalPhalanxTW,wafer,DistalPhalanxOutlineAgeGroup,ECGFiveDays,ECG5000,ItalyPowerDemand,Lighting7,WordsSynonyms,MiddlePhalanxOutlineAgeGroup,50words,Computers,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,MALLAT,DistalPhalanxOutlineCorrect,Ham,OliveOil,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine,HandOutlines
DistalPhalanxOutlineAgeGroup,WordsSynonyms,InsectWingbeatSound,Phoneme,ElectricDevices,Lighting7,FaceAll,Cricket_X,50words,InlineSkate,MedicalImages,uWaveGestureLibrary_X,Cricket_Y,ChlorineConcentration,LargeKitchenAppliances,ScreenType,uWaveGestureLibrary_Y,ShapesAll,CBF,Cricket_Z,UWaveGestureLibraryAll,Ham,CinC_ECG_torso,Computers,FacesUCR,RefrigerationDevices,Lighting2,MALLAT,uWaveGestureLibrary_Z,Symbols,ECG5000,Two_Patterns,ECGFiveDays,ItalyPowerDemand,OliveOil,FordA,SmallKitchenAppliances,Worms,synthetic_control,Gun_Point,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,MoteStrain,DistalPhalanxTW,Strawberry,ToeSegmentation1,ECG200,SonyAIBORobotSurface,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,WormsTwoClass,MiddlePhalanxTW,Meat,DistalPhalanxOutlineCorrect,Earthquakes,wafer,Trace,MiddlePhalanxOutlineCorrect,OSULeaf,Beef,PhalangesOutlinesCorrect,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,ArrowHead,Coffee,ShapeletSim,Wine,Adiac,ProximalPhalanxOutlineCorrect,BeetleFly,BirdChicken,yoga,SwedishLeaf,HandOutlines,DiatomSizeReduction,Car,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
DistalPhalanxOutlineCorrect,MoteStrain,InlineSkate,ECG5000,MedicalImages,Lighting7,ShapesAll,InsectWingbeatSound,ChlorineConcentration,Phoneme,FaceAll,Computers,ItalyPowerDemand,ScreenType,Symbols,CBF,uWaveGestureLibrary_Y,Earthquakes,Ham,Cricket_X,WordsSynonyms,Cricket_Y,uWaveGestureLibrary_X,ECGFiveDays,50words,SonyAIBORobotSurfaceII,UWaveGestureLibraryAll,Cricket_Z,ElectricDevices,CinC_ECG_torso,Lighting2,LargeKitchenAppliances,ToeSegmentation1,RefrigerationDevices,synthetic_control,FacesUCR,FordA,MALLAT,OliveOil,ToeSegmentation2,SmallKitchenAppliances,uWaveGestureLibrary_Z,Two_Patterns,TwoLeadECG,Worms,FordB,DistalPhalanxOutlineAgeGroup,Gun_Point,ECG200,DistalPhalanxTW,OSULeaf,Strawberry,SonyAIBORobotSurface,wafer,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxTW,WormsTwoClass,Meat,MiddlePhalanxOutlineCorrect,Trace,ShapeletSim,BeetleFly,Beef,BirdChicken,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Adiac,ArrowHead,Coffee,PhalangesOutlinesCorrect,Wine,ProximalPhalanxOutlineCorrect,yoga,Plane,SwedishLeaf,HandOutlines,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
DistalPhalanxTW,InsectWingbeatSound,Phoneme,50words,InlineSkate,FaceAll,ElectricDevices,uWaveGestureLibrary_X,MedicalImages,LargeKitchenAppliances,Cricket_Y,Cricket_X,ShapesAll,uWaveGestureLibrary_Y,WordsSynonyms,UWaveGestureLibraryAll,ScreenType,Lighting7,Two_Patterns,Cricket_Z,CinC_ECG_torso,MALLAT,uWaveGestureLibrary_Z,FacesUCR,ECG5000,Computers,Symbols,CBF,ChlorineConcentration,RefrigerationDevices,Ham,ECGFiveDays,ItalyPowerDemand,OliveOil,SmallKitchenAppliances,Lighting2,FordA,Worms,synthetic_control,TwoLeadECG,FordB,Gun_Point,SonyAIBORobotSurfaceII,Strawberry,ECG200,Trace,MoteStrain,SonyAIBORobotSurface,WormsTwoClass,Meat,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,Beef,ToeSegmentation2,wafer,OSULeaf,ArrowHead,Adiac,MiddlePhalanxOutlineAgeGroup,Coffee,ProximalPhalanxTW,Wine,DistalPhalanxOutlineCorrect,ShapeletSim,SwedishLeaf,yoga,Earthquakes,Car,DiatomSizeReduction,ProximalPhalanxOutlineAgeGroup,BirdChicken,MiddlePhalanxOutlineCorrect,BeetleFly,HandOutlines,FISH,PhalangesOutlinesCorrect,Plane,Herring,ProximalPhalanxOutlineCorrect,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ECG200,Cricket_Y,UWaveGestureLibraryAll,Cricket_Z,Phoneme,FordB,TwoLeadECG,Worms,uWaveGestureLibrary_Z,ShapesAll,Two_Patterns,CinC_ECG_torso,Cricket_X,FordA,OSULeaf,ItalyPowerDemand,ECGFiveDays,Symbols,SmallKitchenAppliances,ECG5000,InlineSkate,ToeSegmentation2,SonyAIBORobotSurface,LargeKitchenAppliances,DistalPhalanxTW,uWaveGestureLibrary_Y,RefrigerationDevices,uWaveGestureLibrary_X,FacesUCR,Trace,FaceAll,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,ScreenType,SonyAIBORobotSurfaceII,synthetic_control,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MoteStrain,MiddlePhalanxTW,MedicalImages,ProximalPhalanxOutlineAgeGroup,ShapeletSim,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,BeetleFly,MiddlePhalanxOutlineCorrect,Ham,ChlorineConcentration,BirdChicken,Lighting2,50words,WordsSynonyms,ProximalPhalanxOutlineCorrect,Adiac,PhalangesOutlinesCorrect,MALLAT,wafer,yoga,Gun_Point,OliveOil,SwedishLeaf,Car,Strawberry,Plane,WormsTwoClass,DiatomSizeReduction,FISH,Meat,Haptics,Herring,Beef,ArrowHead,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax1
ECG5000,50words,Phoneme,FaceAll,InsectWingbeatSound,WordsSynonyms,FacesUCR,MedicalImages,InlineSkate,Cricket_Y,DistalPhalanxTW,MALLAT,Cricket_X,ShapesAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,UWaveGestureLibraryAll,MiddlePhalanxTW,ElectricDevices,Lighting7,Beef,ProximalPhalanxTW,uWaveGestureLibrary_Z,Cricket_Z,Two_Patterns,Meat,CinC_ECG_torso,ScreenType,OliveOil,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,LargeKitchenAppliances,Symbols,Worms,synthetic_control,ArrowHead,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Ham,MiddlePhalanxOutlineCorrect,Gun_Point,Lighting2,DistalPhalanxOutlineCorrect,Strawberry,SmallKitchenAppliances,Computers,RefrigerationDevices,WormsTwoClass,ItalyPowerDemand,ECGFiveDays,FordA,Trace,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,MoteStrain,Coffee,Wine,ECG200,SonyAIBORobotSurface,ToeSegmentation1,Adiac,OSULeaf,HandOutlines,wafer,ToeSegmentation2,SwedishLeaf,Car,FISH,DiatomSizeReduction,Earthquakes,ShapeletSim,yoga,Plane,BirdChicken,BeetleFly,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring
ECGFiveDays,Cricket_Z,SmallKitchenAppliances,uWaveGestureLibrary_X,ItalyPowerDemand,Two_Patterns,uWaveGestureLibrary_Z,Phoneme,Symbols,FordA,ElectricDevices,UWaveGestureLibraryAll,ECG5000,Cricket_X,InsectWingbeatSound,ScreenType,ToeSegmentation2,InlineSkate,ShapesAll,CinC_ECG_torso,TwoLeadECG,FaceAll,Worms,FordB,Cricket_Y,LargeKitchenAppliances,DistalPhalanxTW,ECG200,uWaveGestureLibrary_Y,RefrigerationDevices,FacesUCR,ProximalPhalanxTW,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,Computers,OSULeaf,MedicalImages,Lighting7,SonyAIBORobotSurface,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,DistalPhalanxOutlineCorrect,MoteStrain,ProximalPhalanxOutlineAgeGroup,50words,CBF,Earthquakes,Ham,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,synthetic_control,MALLAT,Lighting2,Trace,OliveOil,ProximalPhalanxOutlineCorrect,ShapeletSim,PhalangesOutlinesCorrect,BeetleFly,BirdChicken,Gun_Point,Adiac,Strawberry,wafer,Meat,yoga,WormsTwoClass,Plane,SwedishLeaf,Beef,DiatomSizeReduction,Car,Haptics,ArrowHead,Coffee,FISH,Wine,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour
Earthquakes,FISH,DistalPhalanxTW,InsectWingbeatSound,Phoneme,SwedishLeaf,Symbols,MiddlePhalanxTW,MedicalImages,FaceAll,ProximalPhalanxTW,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Adiac,Lighting7,DiatomSizeReduction,Cricket_X,RefrigerationDevices,ChlorineConcentration,OSULeaf,Ham,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,CBF,DistalPhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,WordsSynonyms,ScreenType,Car,Computers,MiddlePhalanxOutlineCorrect,50words,ElectricDevices,InlineSkate,Haptics,Cricket_Y,NonInvasiveFatalECG_Thorax2,LargeKitchenAppliances,Cricket_Z,MALLAT,Lighting2,FacesUCR,OliveOil,ECG5000,Plane,synthetic_control,UWaveGestureLibraryAll,CinC_ECG_torso,Two_Patterns,uWaveGestureLibrary_Z,ShapeletSim,FaceFour,PhalangesOutlinesCorrect,ItalyPowerDemand,ECGFiveDays,ProximalPhalanxOutlineCorrect,Worms,ToeSegmentation2,yoga,FordA,wafer,SmallKitchenAppliances,Gun_Point,NonInvasiveFatalECG_Thorax1,Meat,ToeSegmentation1,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,Strawberry,Trace,MoteStrain,Beef,ECG200,ArrowHead,WormsTwoClass,SonyAIBORobotSurface,Coffee,Wine,HandOutlines,ShapesAll,BeetleFly,BirdChicken
ElectricDevices,Phoneme,InlineSkate,50words,WordsSynonyms,uWaveGestureLibrary_X,ShapesAll,FaceAll,Cricket_X,DistalPhalanxTW,Cricket_Y,InsectWingbeatSound,Cricket_Z,LargeKitchenAppliances,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Two_Patterns,uWaveGestureLibrary_Y,ScreenType,MedicalImages,CinC_ECG_torso,ProximalPhalanxTW,Lighting7,MiddlePhalanxTW,Symbols,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Worms,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,MALLAT,FacesUCR,synthetic_control,CBF,ECG5000,Adiac,TwoLeadECG,FordA,FordB,Trace,OliveOil,SonyAIBORobotSurface,ECGFiveDays,ItalyPowerDemand,RefrigerationDevices,Computers,SonyAIBORobotSurfaceII,SwedishLeaf,MoteStrain,OSULeaf,DistalPhalanxOutlineCorrect,ToeSegmentation1,Ham,MiddlePhalanxOutlineCorrect,Meat,Lighting2,ToeSegmentation2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Beef,ShapeletSim,FISH,yoga,DiatomSizeReduction,Strawberry,Car,wafer,ArrowHead,BirdChicken,Plane,BeetleFly,WormsTwoClass,Earthquakes,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,Coffee,Wine,FaceFour,HandOutlines,Haptics
FISH,ShapesAll,Adiac,SwedishLeaf,Symbols,Herring,Phoneme,DiatomSizeReduction,OSULeaf,Car,Plane,FaceFour,yoga,NonInvasiveFatalECG_Thorax2,synthetic_control,Cricket_Z,NonInvasiveFatalECG_Thorax1,BirdChicken,BeetleFly,Cricket_X,Trace,ShapeletSim,uWaveGestureLibrary_Y,Cricket_Y,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,ElectricDevices,Worms,SmallKitchenAppliances,SonyAIBORobotSurface,RefrigerationDevices,Two_Patterns,ToeSegmentation2,InlineSkate,ECG200,CinC_ECG_torso,FacesUCR,FordB,TwoLeadECG,ToeSegmentation1,LargeKitchenAppliances,DistalPhalanxTW,Earthquakes,FaceAll,InsectWingbeatSound,FordA,ScreenType,MoteStrain,ProximalPhalanxTW,MedicalImages,MiddlePhalanxTW,ECG5000,ECGFiveDays,DistalPhalanxOutlineAgeGroup,Lighting7,ItalyPowerDemand,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,WordsSynonyms,Computers,50words,CBF,MALLAT,DistalPhalanxOutlineCorrect,Ham,wafer,OliveOil,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine,HandOutlines
FaceAll,50words,WordsSynonyms,InsectWingbeatSound,Phoneme,MALLAT,Lighting7,MedicalImages,DistalPhalanxTW,Cricket_X,ProximalPhalanxTW,uWaveGestureLibrary_X,ShapesAll,MiddlePhalanxTW,InlineSkate,OliveOil,uWaveGestureLibrary_Y,ElectricDevices,Cricket_Y,CBF,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,ScreenType,Cricket_Z,UWaveGestureLibraryAll,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,CinC_ECG_torso,ECG5000,Gun_Point,uWaveGestureLibrary_Z,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Ham,Lighting2,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,LargeKitchenAppliances,Strawberry,Two_Patterns,RefrigerationDevices,Symbols,synthetic_control,Computers,Meat,Worms,WormsTwoClass,ItalyPowerDemand,Beef,ECGFiveDays,FordA,SmallKitchenAppliances,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,ArrowHead,MoteStrain,Trace,ECG200,Coffee,SonyAIBORobotSurface,Wine,ToeSegmentation1,wafer,ToeSegmentation2,HandOutlines,OSULeaf,Adiac,ShapeletSim,SwedishLeaf,yoga,Car,BirdChicken,Earthquakes,BeetleFly,DiatomSizeReduction,FISH,Plane,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,Haptics
FaceFour,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,Plane,SwedishLeaf,Phoneme,ShapesAll,FISH,OSULeaf,Adiac,Symbols,DiatomSizeReduction,Car,Herring,synthetic_control,Cricket_Z,Cricket_X,Trace,BeetleFly,BirdChicken,Cricket_Y,yoga,uWaveGestureLibrary_Y,ShapeletSim,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,ElectricDevices,RefrigerationDevices,Worms,uWaveGestureLibrary_X,SmallKitchenAppliances,FacesUCR,Two_Patterns,Earthquakes,InlineSkate,ToeSegmentation2,CinC_ECG_torso,LargeKitchenAppliances,FaceAll,DistalPhalanxTW,ToeSegmentation1,InsectWingbeatSound,SonyAIBORobotSurface,ECG200,ScreenType,MedicalImages,MiddlePhalanxTW,ProximalPhalanxTW,MoteStrain,Lighting7,DistalPhalanxOutlineAgeGroup,FordB,TwoLeadECG,WordsSynonyms,MiddlePhalanxOutlineAgeGroup,50words,ECG5000,SonyAIBORobotSurfaceII,ChlorineConcentration,FordA,ProximalPhalanxOutlineAgeGroup,wafer,CBF,MALLAT,ECGFiveDays,ItalyPowerDemand,OliveOil,Computers,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,Meat,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine,HandOutlines
FacesUCR,50words,WordsSynonyms,Phoneme,Beef,ShapesAll,MedicalImages,MALLAT,Meat,InsectWingbeatSound,uWaveGestureLibrary_Y,ArrowHead,Lighting7,OliveOil,Cricket_X,ProximalPhalanxTW,Cricket_Y,MiddlePhalanxTW,ECG5000,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ElectricDevices,Adiac,synthetic_control,Worms,CBF,ProximalPhalanxOutlineAgeGroup,InlineSkate,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,ScreenType,Strawberry,Gun_Point,WormsTwoClass,Symbols,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,LargeKitchenAppliances,Lighting2,Two_Patterns,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,RefrigerationDevices,Computers,SmallKitchenAppliances,Coffee,ItalyPowerDemand,Wine,ECGFiveDays,FordA,SwedishLeaf,TwoLeadECG,FordB,Trace,SonyAIBORobotSurfaceII,NonInvasiveFatalECG_Thorax1,HandOutlines,NonInvasiveFatalECG_Thorax2,ECG200,OSULeaf,SonyAIBORobotSurface,MoteStrain,ToeSegmentation1,wafer,FISH,ToeSegmentation2,Car,DiatomSizeReduction,Plane,yoga,ShapeletSim,BirdChicken,Earthquakes,BeetleFly,Herring,FaceFour,Haptics
