,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
ProximalPhalanxOutlineAgeGroup,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,Cricket_X,MedicalImages,Lighting7,FacesUCR,uWaveGestureLibrary_X,MALLAT,Cricket_Y,InlineSkate,ElectricDevices,UWaveGestureLibraryAll,Cricket_Z,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,ScreenType,ProximalPhalanxTW,CinC_ECG_torso,LargeKitchenAppliances,OliveOil,ECG5000,ChlorineConcentration,CBF,Two_Patterns,Lighting2,synthetic_control,RefrigerationDevices,Computers,ECGFiveDays,Worms,Symbols,Meat,ItalyPowerDemand,SmallKitchenAppliances,FordA,Ham,Strawberry,Beef,Gun_Point,WormsTwoClass,ToeSegmentation1,MiddlePhalanxTW,ProximalPhalanxOutlineCorrect,MoteStrain,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,ToeSegmentation2,wafer,ECG200,SonyAIBORobotSurface,PhalangesOutlinesCorrect,MiddlePhalanxOutlineAgeGroup,Earthquakes,Trace,ArrowHead,Adiac,MiddlePhalanxOutlineCorrect,Coffee,OSULeaf,Wine,DistalPhalanxTW,DistalPhalanxOutlineAgeGroup,HandOutlines,DistalPhalanxOutlineCorrect,ShapeletSim,BeetleFly,SwedishLeaf,BirdChicken,yoga,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ProximalPhalanxOutlineCorrect,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,MedicalImages,ShapesAll,FacesUCR,Cricket_X,MALLAT,Lighting7,uWaveGestureLibrary_X,Cricket_Y,InlineSkate,uWaveGestureLibrary_Y,Cricket_Z,ElectricDevices,UWaveGestureLibraryAll,ECG5000,uWaveGestureLibrary_Z,ChlorineConcentration,OliveOil,ScreenType,CinC_ECG_torso,CBF,ProximalPhalanxTW,Meat,LargeKitchenAppliances,Ham,synthetic_control,Strawberry,Symbols,Computers,WormsTwoClass,Beef,Two_Patterns,Lighting2,RefrigerationDevices,Worms,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,ECGFiveDays,Gun_Point,PhalangesOutlinesCorrect,SonyAIBORobotSurfaceII,SmallKitchenAppliances,FordA,MoteStrain,Earthquakes,wafer,MiddlePhalanxTW,ToeSegmentation1,ArrowHead,TwoLeadECG,FordB,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,Coffee,MiddlePhalanxOutlineCorrect,Wine,ECG200,SonyAIBORobotSurface,Trace,Adiac,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,OSULeaf,HandOutlines,DistalPhalanxOutlineCorrect,ShapeletSim,SwedishLeaf,BeetleFly,BirdChicken,yoga,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ProximalPhalanxTW,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,MedicalImages,Cricket_X,FacesUCR,MALLAT,Lighting7,Cricket_Y,uWaveGestureLibrary_X,InlineSkate,ElectricDevices,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,OliveOil,CinC_ECG_torso,ChlorineConcentration,LargeKitchenAppliances,ScreenType,Two_Patterns,ECG5000,CBF,Symbols,Lighting2,synthetic_control,Worms,RefrigerationDevices,Ham,Computers,SmallKitchenAppliances,ECGFiveDays,Meat,FordA,Gun_Point,ItalyPowerDemand,ProximalPhalanxOutlineAgeGroup,Strawberry,Beef,WormsTwoClass,SonyAIBORobotSurfaceII,ToeSegmentation1,TwoLeadECG,FordB,MiddlePhalanxTW,ToeSegmentation2,MoteStrain,Earthquakes,ECG200,ProximalPhalanxOutlineCorrect,wafer,SonyAIBORobotSurface,Trace,ArrowHead,MiddlePhalanxOutlineAgeGroup,Adiac,PhalangesOutlinesCorrect,OSULeaf,Coffee,Wine,MiddlePhalanxOutlineCorrect,DistalPhalanxTW,DistalPhalanxOutlineAgeGroup,ShapeletSim,HandOutlines,DistalPhalanxOutlineCorrect,BeetleFly,SwedishLeaf,BirdChicken,yoga,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
RefrigerationDevices,ShapesAll,Phoneme,50words,NonInvasiveFatalECG_Thorax2,Adiac,NonInvasiveFatalECG_Thorax1,WordsSynonyms,Cricket_Z,Cricket_Y,Cricket_X,InsectWingbeatSound,FaceAll,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,MedicalImages,uWaveGestureLibrary_X,Plane,uWaveGestureLibrary_Y,ElectricDevices,InlineSkate,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,MALLAT,DistalPhalanxTW,Symbols,Trace,Two_Patterns,FacesUCR,Worms,OSULeaf,FaceFour,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,FISH,DistalPhalanxOutlineAgeGroup,ECG5000,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,CBF,OliveOil,MoteStrain,SonyAIBORobotSurfaceII,yoga,Car,ChlorineConcentration,ItalyPowerDemand,ECGFiveDays,ToeSegmentation2,ShapeletSim,DistalPhalanxOutlineCorrect,ToeSegmentation1,MiddlePhalanxOutlineCorrect,Ham,FordA,PhalangesOutlinesCorrect,BirdChicken,DiatomSizeReduction,Earthquakes,ProximalPhalanxOutlineCorrect,wafer,Lighting2,BeetleFly,Gun_Point,Strawberry,Herring,Meat,Beef,WormsTwoClass,Haptics,ArrowHead,Coffee,Wine,HandOutlines,ScreenType,LargeKitchenAppliances,Computers
ScreenType,50words,Phoneme,WordsSynonyms,InsectWingbeatSound,MedicalImages,ShapesAll,FaceAll,Cricket_X,InlineSkate,Cricket_Y,Cricket_Z,Lighting7,UWaveGestureLibraryAll,MiddlePhalanxTW,uWaveGestureLibrary_Z,DistalPhalanxTW,uWaveGestureLibrary_X,ElectricDevices,ProximalPhalanxTW,MALLAT,Two_Patterns,uWaveGestureLibrary_Y,FacesUCR,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,Symbols,ProximalPhalanxOutlineAgeGroup,CBF,ECG5000,Worms,FordA,Ham,MiddlePhalanxOutlineCorrect,Lighting2,DistalPhalanxOutlineCorrect,OliveOil,FordB,TwoLeadECG,synthetic_control,PhalangesOutlinesCorrect,ItalyPowerDemand,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ECGFiveDays,ECG200,ToeSegmentation2,Earthquakes,SonyAIBORobotSurface,MoteStrain,Gun_Point,ToeSegmentation1,Trace,OSULeaf,Strawberry,Adiac,WormsTwoClass,Meat,wafer,Beef,ShapeletSim,BeetleFly,ArrowHead,BirdChicken,SwedishLeaf,yoga,Coffee,Wine,Car,DiatomSizeReduction,Plane,HandOutlines,FISH,Haptics,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,LargeKitchenAppliances,Computers,SmallKitchenAppliances
ShapeletSim,ShapesAll,Adiac,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,Cricket_X,ElectricDevices,OSULeaf,Two_Patterns,uWaveGestureLibrary_X,FISH,Symbols,uWaveGestureLibrary_Y,synthetic_control,Plane,Car,Worms,DiatomSizeReduction,InsectWingbeatSound,CinC_ECG_torso,SmallKitchenAppliances,yoga,DistalPhalanxTW,TwoLeadECG,FaceAll,Trace,LargeKitchenAppliances,SonyAIBORobotSurface,ToeSegmentation2,ECG200,NonInvasiveFatalECG_Thorax2,ToeSegmentation1,NonInvasiveFatalECG_Thorax1,BirdChicken,FacesUCR,RefrigerationDevices,ECGFiveDays,ItalyPowerDemand,BeetleFly,wafer,ECG5000,ScreenType,Herring,FaceFour,SonyAIBORobotSurfaceII,MedicalImages,Haptics,MoteStrain,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Computers,MiddlePhalanxTW,Earthquakes,Lighting7,50words,WordsSynonyms,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,FordB
ShapesAll,Adiac,Phoneme,SwedishLeaf,NonInvasiveFatalECG_Thorax2,Cricket_Z,Cricket_Y,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_Z,Cricket_X,UWaveGestureLibraryAll,Plane,FISH,OSULeaf,uWaveGestureLibrary_Y,Trace,ElectricDevices,uWaveGestureLibrary_X,Symbols,synthetic_control,InlineSkate,Two_Patterns,Worms,Car,DiatomSizeReduction,InsectWingbeatSound,SmallKitchenAppliances,FaceFour,FaceAll,CinC_ECG_torso,SonyAIBORobotSurface,ECG200,DistalPhalanxTW,FordB,TwoLeadECG,ShapeletSim,yoga,FacesUCR,50words,LargeKitchenAppliances,ToeSegmentation2,ToeSegmentation1,MoteStrain,MedicalImages,RefrigerationDevices,FordA,SonyAIBORobotSurfaceII,WordsSynonyms,ECGFiveDays,ItalyPowerDemand,ScreenType,ECG5000,MiddlePhalanxTW,ProximalPhalanxTW,wafer,Lighting7,DistalPhalanxOutlineAgeGroup,Haptics,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MALLAT,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine,HandOutlines,Herring,BirdChicken,BeetleFly
SmallKitchenAppliances,ShapesAll,Phoneme,Adiac,Cricket_Y,50words,InsectWingbeatSound,uWaveGestureLibrary_Z,Cricket_X,Cricket_Z,UWaveGestureLibraryAll,FaceAll,WordsSynonyms,uWaveGestureLibrary_X,InlineSkate,MedicalImages,ElectricDevices,uWaveGestureLibrary_Y,DistalPhalanxTW,MiddlePhalanxTW,Lighting7,Two_Patterns,ProximalPhalanxTW,Symbols,synthetic_control,Worms,SwedishLeaf,CinC_ECG_torso,OSULeaf,SonyAIBORobotSurface,FordB,ECG200,TwoLeadECG,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,FacesUCR,Trace,ChlorineConcentration,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,ItalyPowerDemand,FordA,MALLAT,ECG5000,CBF,Car,ECGFiveDays,DistalPhalanxOutlineCorrect,ToeSegmentation1,DiatomSizeReduction,Ham,yoga,ToeSegmentation2,MoteStrain,ShapeletSim,MiddlePhalanxOutlineCorrect,Lighting2,Earthquakes,PhalangesOutlinesCorrect,FISH,Plane,ProximalPhalanxOutlineCorrect,wafer,BirdChicken,OliveOil,BeetleFly,Gun_Point,Haptics,Herring,Strawberry,Meat,WormsTwoClass,Beef,NonInvasiveFatalECG_Thorax2,ArrowHead,Coffee,FaceFour,Wine,NonInvasiveFatalECG_Thorax1,HandOutlines,ScreenType,LargeKitchenAppliances,Computers
SonyAIBORobotSurface,ShapesAll,Phoneme,Cricket_Y,Cricket_Z,Cricket_X,InsectWingbeatSound,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InlineSkate,uWaveGestureLibrary_Z,FaceAll,ElectricDevices,uWaveGestureLibrary_Y,Two_Patterns,Trace,DistalPhalanxTW,50words,MedicalImages,synthetic_control,SmallKitchenAppliances,WordsSynonyms,LargeKitchenAppliances,CinC_ECG_torso,Adiac,MiddlePhalanxTW,ProximalPhalanxTW,Worms,ScreenType,Lighting7,Symbols,FacesUCR,FordA,TwoLeadECG,FordB,ECGFiveDays,ItalyPowerDemand,DistalPhalanxOutlineAgeGroup,ECG5000,MoteStrain,ECG200,ToeSegmentation1,ToeSegmentation2,Computers,ShapeletSim,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,yoga,BeetleFly,CBF,BirdChicken,OSULeaf,Ham,MiddlePhalanxOutlineCorrect,SwedishLeaf,MALLAT,wafer,Lighting2,Earthquakes,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Plane,DiatomSizeReduction,Car,OliveOil,Gun_Point,Strawberry,FISH,Haptics,WormsTwoClass,Herring,Meat,Beef,NonInvasiveFatalECG_Thorax2,ArrowHead,NonInvasiveFatalECG_Thorax1,Coffee,FaceFour,Wine
SonyAIBORobotSurfaceII,ShapesAll,Phoneme,50words,Cricket_Z,Cricket_Y,Cricket_X,InsectWingbeatSound,WordsSynonyms,UWaveGestureLibraryAll,FaceAll,InlineSkate,uWaveGestureLibrary_Z,Adiac,ElectricDevices,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,DistalPhalanxTW,Two_Patterns,MedicalImages,Lighting7,FacesUCR,CinC_ECG_torso,ProximalPhalanxTW,LargeKitchenAppliances,synthetic_control,Worms,Trace,ScreenType,SmallKitchenAppliances,Symbols,MiddlePhalanxTW,MALLAT,FordB,TwoLeadECG,DistalPhalanxOutlineAgeGroup,FordA,ECG5000,ECGFiveDays,ItalyPowerDemand,ToeSegmentation1,Computers,ToeSegmentation2,OSULeaf,MoteStrain,SwedishLeaf,RefrigerationDevices,yoga,SonyAIBORobotSurface,MiddlePhalanxOutlineAgeGroup,ECG200,ChlorineConcentration,DistalPhalanxOutlineCorrect,CBF,ProximalPhalanxOutlineAgeGroup,ShapeletSim,BirdChicken,OliveOil,wafer,PhalangesOutlinesCorrect,Lighting2,BeetleFly,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Car,Ham,DiatomSizeReduction,Plane,Earthquakes,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,FISH,Haptics,ArrowHead,Coffee,Wine,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
Strawberry,Wine,50words,WordsSynonyms,Phoneme,FaceAll,FacesUCR,MedicalImages,InsectWingbeatSound,ShapesAll,Cricket_X,Lighting7,MALLAT,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,OliveOil,Cricket_Y,Cricket_Z,Meat,ElectricDevices,Beef,ChlorineConcentration,UWaveGestureLibraryAll,InlineSkate,DistalPhalanxTW,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,uWaveGestureLibrary_Z,ECG5000,synthetic_control,DistalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,WormsTwoClass,Lighting2,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Gun_Point,Ham,DistalPhalanxOutlineCorrect,CinC_ECG_torso,ScreenType,Worms,ArrowHead,RefrigerationDevices,Symbols,LargeKitchenAppliances,Computers,Coffee,Two_Patterns,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,MoteStrain,Earthquakes,SmallKitchenAppliances,FordA,wafer,ToeSegmentation1,Adiac,Trace,TwoLeadECG,FordB,HandOutlines,ToeSegmentation2,ECG200,SonyAIBORobotSurface,OSULeaf,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
SwedishLeaf,ShapesAll,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Cricket_Z,Plane,Cricket_Y,FISH,OSULeaf,Cricket_X,FaceFour,Car,synthetic_control,uWaveGestureLibrary_Z,DiatomSizeReduction,Trace,UWaveGestureLibraryAll,Symbols,uWaveGestureLibrary_Y,ElectricDevices,uWaveGestureLibrary_X,yoga,BirdChicken,Worms,BeetleFly,ShapeletSim,InlineSkate,Herring,SmallKitchenAppliances,ToeSegmentation2,ToeSegmentation1,FacesUCR,SonyAIBORobotSurface,ECG200,wafer,RefrigerationDevices,MoteStrain,Haptics,FordB,TwoLeadECG,CinC_ECG_torso,Earthquakes,InsectWingbeatSound,SonyAIBORobotSurfaceII,DistalPhalanxTW,FaceAll,LargeKitchenAppliances,FordA,ECGFiveDays,ItalyPowerDemand,ECG5000,ScreenType,MedicalImages,ProximalPhalanxTW,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,Computers,Lighting7,50words,WordsSynonyms,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MALLAT,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,Two_Patterns
Symbols,ShapesAll,Adiac,Phoneme,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Cricket_Z,Cricket_Y,Cricket_X,SwedishLeaf,50words,Plane,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InsectWingbeatSound,uWaveGestureLibrary_Y,ElectricDevices,synthetic_control,WordsSynonyms,FaceAll,Trace,InlineSkate,OSULeaf,MedicalImages,FaceFour,Car,Worms,DistalPhalanxTW,Two_Patterns,FacesUCR,DiatomSizeReduction,Lighting7,FISH,SmallKitchenAppliances,yoga,MiddlePhalanxTW,ProximalPhalanxTW,CinC_ECG_torso,ShapeletSim,BirdChicken,LargeKitchenAppliances,ToeSegmentation1,ScreenType,BeetleFly,ECG200,SonyAIBORobotSurface,ToeSegmentation2,MoteStrain,RefrigerationDevices,SonyAIBORobotSurfaceII,DistalPhalanxOutlineAgeGroup,FordB,TwoLeadECG,MALLAT,FordA,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,wafer,ECGFiveDays,ItalyPowerDemand,ECG5000,Computers,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,Haptics,Earthquakes,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Herring,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine
ToeSegmentation1,ShapesAll,Adiac,Phoneme,Cricket_Y,Cricket_Z,50words,SwedishLeaf,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,WordsSynonyms,uWaveGestureLibrary_X,OSULeaf,InlineSkate,uWaveGestureLibrary_Y,FaceAll,MedicalImages,Symbols,synthetic_control,Car,Trace,Two_Patterns,ElectricDevices,FISH,DiatomSizeReduction,Worms,DistalPhalanxTW,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,SonyAIBORobotSurface,SmallKitchenAppliances,ECG200,CinC_ECG_torso,ShapeletSim,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,FacesUCR,ScreenType,MoteStrain,BeetleFly,BirdChicken,RefrigerationDevices,MALLAT,ECG5000,ItalyPowerDemand,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,FordA,LargeKitchenAppliances,ECGFiveDays,ChlorineConcentration,yoga,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Plane,CBF,DistalPhalanxOutlineCorrect,Computers,Earthquakes,Ham,Herring,MiddlePhalanxOutlineCorrect,Haptics,Lighting2,PhalangesOutlinesCorrect,OliveOil,wafer,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,NonInvasiveFatalECG_Thorax2,FaceFour,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,NonInvasiveFatalECG_Thorax1,Wine
ToeSegmentation2,ShapesAll,Adiac,Phoneme,Cricket_Y,Cricket_Z,SwedishLeaf,Cricket_X,50words,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,FaceAll,OSULeaf,WordsSynonyms,ElectricDevices,synthetic_control,MedicalImages,Trace,InlineSkate,FISH,Symbols,Car,Worms,DiatomSizeReduction,DistalPhalanxTW,Two_Patterns,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,FacesUCR,SonyAIBORobotSurface,CinC_ECG_torso,SmallKitchenAppliances,ScreenType,ShapeletSim,BirdChicken,ECG200,MoteStrain,BeetleFly,FordB,TwoLeadECG,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,Plane,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ToeSegmentation1,ChlorineConcentration,ItalyPowerDemand,Computers,ProximalPhalanxOutlineAgeGroup,ECGFiveDays,FordA,Earthquakes,CBF,DistalPhalanxOutlineCorrect,ECG5000,MALLAT,Herring,Ham,MiddlePhalanxOutlineCorrect,Haptics,Lighting2,NonInvasiveFatalECG_Thorax2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,FaceFour,OliveOil,wafer,yoga,NonInvasiveFatalECG_Thorax1,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine
Trace,ShapesAll,Phoneme,Adiac,Cricket_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Cricket_Z,InlineSkate,Two_Patterns,ElectricDevices,SwedishLeaf,Cricket_X,uWaveGestureLibrary_X,OSULeaf,uWaveGestureLibrary_Y,synthetic_control,Symbols,CinC_ECG_torso,Worms,InsectWingbeatSound,TwoLeadECG,FordB,DistalPhalanxTW,Car,FaceAll,yoga,SmallKitchenAppliances,LargeKitchenAppliances,ECG200,DiatomSizeReduction,SonyAIBORobotSurface,ToeSegmentation2,FordA,ToeSegmentation1,ECGFiveDays,ItalyPowerDemand,FacesUCR,ShapeletSim,Plane,ECG5000,ScreenType,wafer,RefrigerationDevices,FISH,BirdChicken,MedicalImages,SonyAIBORobotSurfaceII,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Computers,MiddlePhalanxTW,50words,Lighting7,WordsSynonyms,BeetleFly,Haptics,MoteStrain,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Earthquakes,Herring,CBF,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,NonInvasiveFatalECG_Thorax2,Strawberry,FaceFour,WormsTwoClass,NonInvasiveFatalECG_Thorax1,Meat,Beef,ArrowHead,Coffee,Wine
TwoLeadECG,Phoneme,ShapesAll,InsectWingbeatSound,Cricket_Y,Cricket_X,50words,FaceAll,uWaveGestureLibrary_X,Cricket_Z,InlineSkate,MedicalImages,ElectricDevices,WordsSynonyms,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,DistalPhalanxTW,UWaveGestureLibraryAll,MiddlePhalanxTW,ProximalPhalanxTW,Lighting7,Trace,ScreenType,LargeKitchenAppliances,synthetic_control,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,Symbols,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,FacesUCR,Computers,Worms,SonyAIBORobotSurface,ECG5000,SonyAIBORobotSurfaceII,ChlorineConcentration,MoteStrain,ProximalPhalanxOutlineAgeGroup,ECGFiveDays,DistalPhalanxOutlineCorrect,ItalyPowerDemand,Two_Patterns,RefrigerationDevices,CBF,MALLAT,FordA,ToeSegmentation1,Ham,ECG200,MiddlePhalanxOutlineCorrect,Lighting2,Adiac,ShapeletSim,ToeSegmentation2,Earthquakes,PhalangesOutlinesCorrect,BeetleFly,OSULeaf,ProximalPhalanxOutlineCorrect,OliveOil,BirdChicken,FordB,Gun_Point,yoga,wafer,Strawberry,SwedishLeaf,WormsTwoClass,Plane,Car,DiatomSizeReduction,Meat,FISH,Haptics,Beef,Herring,ArrowHead,Coffee,NonInvasiveFatalECG_Thorax2,Wine,NonInvasiveFatalECG_Thorax1,HandOutlines
Two_Patterns,Phoneme,ShapesAll,InsectWingbeatSound,50words,Cricket_Y,FaceAll,Cricket_X,MedicalImages,uWaveGestureLibrary_X,WordsSynonyms,InlineSkate,Cricket_Z,ElectricDevices,uWaveGestureLibrary_Y,DistalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_Z,ProximalPhalanxTW,Lighting7,UWaveGestureLibraryAll,ScreenType,Trace,DistalPhalanxOutlineAgeGroup,synthetic_control,CinC_ECG_torso,LargeKitchenAppliances,MiddlePhalanxOutlineAgeGroup,Symbols,ChlorineConcentration,SonyAIBORobotSurface,Computers,Worms,FacesUCR,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,MALLAT,MoteStrain,ECG5000,Ham,RefrigerationDevices,ECG200,SmallKitchenAppliances,MiddlePhalanxOutlineCorrect,ECGFiveDays,ItalyPowerDemand,ToeSegmentation1,Lighting2,Earthquakes,OSULeaf,FordA,FordB,PhalangesOutlinesCorrect,Adiac,ProximalPhalanxOutlineCorrect,TwoLeadECG,ShapeletSim,OliveOil,ToeSegmentation2,BeetleFly,BirdChicken,Gun_Point,Strawberry,wafer,yoga,WormsTwoClass,Meat,Car,Plane,DiatomSizeReduction,Beef,FISH,Haptics,ArrowHead,NonInvasiveFatalECG_Thorax2,Coffee,NonInvasiveFatalECG_Thorax1,Herring,Wine,FaceFour,HandOutlines,CBF
