,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Coffee,Wine,Beef,ArrowHead,FacesUCR,Phoneme,50words,ECG5000,MedicalImages,WordsSynonyms,Meat,synthetic_control,uWaveGestureLibrary_Y,HandOutlines,WormsTwoClass,Worms,Cricket_Y,FaceAll,Lighting7,wafer,MALLAT,Strawberry,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,CinC_ECG_torso,CBF,OliveOil,Gun_Point,ProximalPhalanxOutlineAgeGroup,ShapesAll,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
Computers,FaceAll,InsectWingbeatSound,DistalPhalanxTW,Symbols,ProximalPhalanxOutlineAgeGroup,CBF,uWaveGestureLibrary_Y,Earthquakes,ShapesAll,DistalPhalanxOutlineAgeGroup,MedicalImages,ECG5000,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxTW,InlineSkate,MoteStrain,Lighting7,DistalPhalanxOutlineCorrect,Phoneme,ProximalPhalanxTW,ElectricDevices,uWaveGestureLibrary_X,Cricket_X,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Cricket_Y,Ham,ItalyPowerDemand,Cricket_Z,ChlorineConcentration,ECGFiveDays,Lighting2,CinC_ECG_torso,UWaveGestureLibraryAll,50words,synthetic_control,WordsSynonyms,ToeSegmentation1,ProximalPhalanxOutlineCorrect,Two_Patterns,uWaveGestureLibrary_Z,PhalangesOutlinesCorrect,FacesUCR,FordA,MALLAT,ToeSegmentation2,Worms,Gun_Point,OliveOil,TwoLeadECG,FordB,ECG200,Strawberry,wafer,OSULeaf,SonyAIBORobotSurface,WormsTwoClass,Trace,Meat,ShapeletSim,BeetleFly,BirdChicken,Beef,ArrowHead,Coffee,Wine,Adiac,yoga,Plane,SwedishLeaf,HandOutlines,Car,DiatomSizeReduction,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,ScreenType,LargeKitchenAppliances,RefrigerationDevices
Cricket_X,WordsSynonyms,Phoneme,50words,MedicalImages,ShapesAll,InsectWingbeatSound,FaceAll,Lighting7,uWaveGestureLibrary_X,MiddlePhalanxTW,ProximalPhalanxTW,ElectricDevices,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,DistalPhalanxTW,MALLAT,uWaveGestureLibrary_Z,MiddlePhalanxOutlineAgeGroup,ScreenType,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,synthetic_control,ProximalPhalanxOutlineAgeGroup,FacesUCR,CinC_ECG_torso,OliveOil,CBF,Trace,Worms,Symbols,LargeKitchenAppliances,Two_Patterns,ECG5000,SmallKitchenAppliances,TwoLeadECG,FordB,FordA,ECGFiveDays,ItalyPowerDemand,Adiac,RefrigerationDevices,Computers,ECG200,OSULeaf,SonyAIBORobotSurface,DistalPhalanxOutlineCorrect,SwedishLeaf,Ham,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,MoteStrain,Lighting2,Beef,FISH,Meat,PhalangesOutlinesCorrect,ToeSegmentation1,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Car,Gun_Point,DiatomSizeReduction,Strawberry,wafer,ShapeletSim,ArrowHead,yoga,WormsTwoClass,Plane,BirdChicken,BeetleFly,Earthquakes,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Coffee,Wine,Herring,FaceFour,HandOutlines,Haptics,Cricket_Z
Cricket_Y,Phoneme,ShapesAll,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,Trace,FaceAll,InsectWingbeatSound,uWaveGestureLibrary_Y,50words,ElectricDevices,Two_Patterns,DistalPhalanxTW,MedicalImages,WordsSynonyms,Worms,CinC_ECG_torso,synthetic_control,FacesUCR,Symbols,SmallKitchenAppliances,ProximalPhalanxTW,MiddlePhalanxTW,Lighting7,SonyAIBORobotSurface,LargeKitchenAppliances,FordB,TwoLeadECG,ECG200,MALLAT,FordA,ScreenType,DistalPhalanxOutlineAgeGroup,ECG5000,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ECGFiveDays,Adiac,ItalyPowerDemand,ProximalPhalanxOutlineAgeGroup,Computers,OSULeaf,OliveOil,CBF,SonyAIBORobotSurfaceII,MoteStrain,RefrigerationDevices,ToeSegmentation1,SwedishLeaf,ToeSegmentation2,DistalPhalanxOutlineCorrect,Car,Ham,MiddlePhalanxOutlineCorrect,DiatomSizeReduction,FISH,Lighting2,yoga,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ShapeletSim,Gun_Point,wafer,Meat,Beef,Strawberry,BirdChicken,BeetleFly,Earthquakes,WormsTwoClass,Plane,ArrowHead,Herring,NonInvasiveFatalECG_Thorax2,Coffee,NonInvasiveFatalECG_Thorax1,Wine,FaceFour,HandOutlines,Haptics,Cricket_Z
Cricket_Z,ShapesAll,Phoneme,50words,Trace,WordsSynonyms,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,ElectricDevices,FaceAll,InsectWingbeatSound,synthetic_control,InlineSkate,MedicalImages,DistalPhalanxTW,ProximalPhalanxTW,Adiac,Worms,MiddlePhalanxTW,Lighting7,Two_Patterns,FacesUCR,CinC_ECG_torso,Symbols,SmallKitchenAppliances,MALLAT,SonyAIBORobotSurface,SwedishLeaf,OSULeaf,ECG200,LargeKitchenAppliances,FordB,TwoLeadECG,ScreenType,FordA,Car,DistalPhalanxOutlineAgeGroup,ECG5000,DiatomSizeReduction,ECGFiveDays,RefrigerationDevices,ItalyPowerDemand,ToeSegmentation1,OliveOil,ToeSegmentation2,FISH,MiddlePhalanxOutlineAgeGroup,MoteStrain,ProximalPhalanxOutlineAgeGroup,Computers,ChlorineConcentration,SonyAIBORobotSurfaceII,CBF,ShapeletSim,yoga,DistalPhalanxOutlineCorrect,Ham,BirdChicken,MiddlePhalanxOutlineCorrect,BeetleFly,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Plane,Gun_Point,wafer,Beef,Earthquakes,Strawberry,Meat,Herring,WormsTwoClass,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,ArrowHead,Coffee,Wine,HandOutlines,Haptics,Cricket_X
DiatomSizeReduction,Adiac,ShapesAll,FISH,SwedishLeaf,OSULeaf,Symbols,Phoneme,Car,Herring,BeetleFly,BirdChicken,synthetic_control,ShapeletSim,RefrigerationDevices,Plane,yoga,Cricket_Z,Earthquakes,NonInvasiveFatalECG_Thorax2,FaceFour,ToeSegmentation2,Cricket_X,Trace,uWaveGestureLibrary_Y,Cricket_Y,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_X,ToeSegmentation1,Worms,uWaveGestureLibrary_Z,wafer,FacesUCR,NonInvasiveFatalECG_Thorax1,SmallKitchenAppliances,MoteStrain,ECG200,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,InlineSkate,Two_Patterns,FordB,CinC_ECG_torso,TwoLeadECG,FordA,LargeKitchenAppliances,DistalPhalanxTW,ECGFiveDays,ItalyPowerDemand,FaceAll,InsectWingbeatSound,ECG5000,ScreenType,Haptics,DistalPhalanxOutlineAgeGroup,Computers,ProximalPhalanxTW,MedicalImages,MiddlePhalanxTW,Lighting7,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,WordsSynonyms,Ham,50words,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
DistalPhalanxOutlineAgeGroup,InsectWingbeatSound,WordsSynonyms,Phoneme,FaceAll,ElectricDevices,Lighting7,Cricket_X,50words,MedicalImages,InlineSkate,uWaveGestureLibrary_X,ChlorineConcentration,Cricket_Y,ShapesAll,LargeKitchenAppliances,ScreenType,uWaveGestureLibrary_Y,Cricket_Z,UWaveGestureLibraryAll,CBF,Ham,CinC_ECG_torso,Computers,MALLAT,FacesUCR,uWaveGestureLibrary_Z,RefrigerationDevices,Lighting2,Two_Patterns,Symbols,ECG5000,OliveOil,ECGFiveDays,ItalyPowerDemand,FordA,SmallKitchenAppliances,Worms,synthetic_control,Gun_Point,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,DistalPhalanxTW,Strawberry,MoteStrain,ECG200,ToeSegmentation1,MiddlePhalanxTW,SonyAIBORobotSurface,MiddlePhalanxOutlineAgeGroup,Meat,WormsTwoClass,DistalPhalanxOutlineCorrect,ToeSegmentation2,Trace,wafer,MiddlePhalanxOutlineCorrect,OSULeaf,Earthquakes,Beef,ProximalPhalanxTW,ArrowHead,ProximalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,Coffee,Wine,Adiac,ShapeletSim,yoga,ProximalPhalanxOutlineCorrect,BeetleFly,BirdChicken,SwedishLeaf,Car,HandOutlines,DiatomSizeReduction,FISH,Plane,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
DistalPhalanxOutlineCorrect,MoteStrain,InlineSkate,ECG5000,MedicalImages,Lighting7,ShapesAll,InsectWingbeatSound,ChlorineConcentration,Phoneme,FaceAll,Computers,ItalyPowerDemand,ScreenType,Symbols,CBF,uWaveGestureLibrary_Y,Earthquakes,Ham,Cricket_X,WordsSynonyms,Cricket_Y,uWaveGestureLibrary_X,ECGFiveDays,50words,SonyAIBORobotSurfaceII,UWaveGestureLibraryAll,Cricket_Z,ElectricDevices,CinC_ECG_torso,Lighting2,LargeKitchenAppliances,ToeSegmentation1,RefrigerationDevices,synthetic_control,FacesUCR,FordA,MALLAT,OliveOil,ToeSegmentation2,SmallKitchenAppliances,uWaveGestureLibrary_Z,Two_Patterns,TwoLeadECG,Worms,FordB,DistalPhalanxOutlineAgeGroup,Gun_Point,ECG200,DistalPhalanxTW,OSULeaf,Strawberry,SonyAIBORobotSurface,wafer,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxTW,WormsTwoClass,Meat,MiddlePhalanxOutlineCorrect,Trace,ShapeletSim,BeetleFly,Beef,BirdChicken,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Adiac,ArrowHead,Coffee,PhalangesOutlinesCorrect,Wine,ProximalPhalanxOutlineCorrect,yoga,Plane,SwedishLeaf,HandOutlines,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour
DistalPhalanxTW,Phoneme,InsectWingbeatSound,50words,InlineSkate,FaceAll,uWaveGestureLibrary_X,ElectricDevices,LargeKitchenAppliances,MedicalImages,Cricket_Y,uWaveGestureLibrary_Y,Cricket_X,ShapesAll,WordsSynonyms,CinC_ECG_torso,ScreenType,UWaveGestureLibraryAll,Lighting7,MALLAT,Two_Patterns,Cricket_Z,uWaveGestureLibrary_Z,Computers,ECG5000,ECGFiveDays,FacesUCR,ItalyPowerDemand,Symbols,CBF,FordA,ChlorineConcentration,SmallKitchenAppliances,RefrigerationDevices,Ham,OliveOil,Worms,Lighting2,TwoLeadECG,FordB,synthetic_control,SonyAIBORobotSurfaceII,Gun_Point,ECG200,SonyAIBORobotSurface,Strawberry,MoteStrain,ToeSegmentation1,Trace,Meat,WormsTwoClass,DistalPhalanxOutlineAgeGroup,ToeSegmentation2,MiddlePhalanxTW,wafer,Beef,OSULeaf,DistalPhalanxOutlineCorrect,ArrowHead,Adiac,ShapeletSim,MiddlePhalanxOutlineAgeGroup,Coffee,Wine,ProximalPhalanxTW,yoga,Earthquakes,BirdChicken,SwedishLeaf,BeetleFly,MiddlePhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,Car,DiatomSizeReduction,HandOutlines,FISH,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
ECG200,Cricket_Y,UWaveGestureLibraryAll,Cricket_Z,Phoneme,FordB,TwoLeadECG,Worms,uWaveGestureLibrary_Z,ShapesAll,Two_Patterns,CinC_ECG_torso,Cricket_X,FordA,OSULeaf,ItalyPowerDemand,ECGFiveDays,Symbols,SmallKitchenAppliances,ECG5000,InlineSkate,ToeSegmentation2,SonyAIBORobotSurface,LargeKitchenAppliances,DistalPhalanxTW,uWaveGestureLibrary_Y,RefrigerationDevices,uWaveGestureLibrary_X,FacesUCR,Trace,FaceAll,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,ScreenType,SonyAIBORobotSurfaceII,synthetic_control,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MoteStrain,MiddlePhalanxTW,MedicalImages,ProximalPhalanxOutlineAgeGroup,ShapeletSim,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,BeetleFly,MiddlePhalanxOutlineCorrect,Ham,ChlorineConcentration,BirdChicken,Lighting2,50words,WordsSynonyms,ProximalPhalanxOutlineCorrect,Adiac,PhalangesOutlinesCorrect,MALLAT,wafer,yoga,Gun_Point,OliveOil,SwedishLeaf,Car,Strawberry,Plane,WormsTwoClass,DiatomSizeReduction,FISH,Meat,Haptics,Herring,Beef,ArrowHead,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax1
ECG5000,50words,Phoneme,FaceAll,InsectWingbeatSound,WordsSynonyms,MedicalImages,FacesUCR,InlineSkate,Cricket_Y,DistalPhalanxTW,uWaveGestureLibrary_X,Cricket_X,MALLAT,ShapesAll,uWaveGestureLibrary_Y,Lighting7,ElectricDevices,ProximalPhalanxTW,UWaveGestureLibraryAll,MiddlePhalanxTW,uWaveGestureLibrary_Z,Cricket_Z,Beef,CinC_ECG_torso,OliveOil,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Two_Patterns,DistalPhalanxOutlineAgeGroup,ScreenType,Meat,Worms,LargeKitchenAppliances,Symbols,synthetic_control,SmallKitchenAppliances,ArrowHead,RefrigerationDevices,Gun_Point,Trace,ProximalPhalanxOutlineCorrect,Strawberry,PhalangesOutlinesCorrect,Lighting2,WormsTwoClass,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,Adiac,Computers,ItalyPowerDemand,OSULeaf,Coffee,Wine,ECGFiveDays,FordA,SwedishLeaf,HandOutlines,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,FISH,ECG200,MoteStrain,SonyAIBORobotSurface,wafer,Car,DiatomSizeReduction,ToeSegmentation1,ToeSegmentation2,Plane,Earthquakes,ShapeletSim,yoga,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,BirdChicken,BeetleFly,FaceFour,Haptics
ECGFiveDays,Cricket_Z,SmallKitchenAppliances,uWaveGestureLibrary_X,ItalyPowerDemand,Two_Patterns,uWaveGestureLibrary_Z,Phoneme,Symbols,FordA,ElectricDevices,UWaveGestureLibraryAll,ECG5000,Cricket_X,InsectWingbeatSound,ScreenType,ToeSegmentation2,InlineSkate,ShapesAll,CinC_ECG_torso,TwoLeadECG,FaceAll,Worms,FordB,Cricket_Y,LargeKitchenAppliances,DistalPhalanxTW,ECG200,uWaveGestureLibrary_Y,RefrigerationDevices,FacesUCR,ProximalPhalanxTW,ToeSegmentation1,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,Computers,OSULeaf,MedicalImages,Lighting7,SonyAIBORobotSurface,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,DistalPhalanxOutlineCorrect,MoteStrain,ProximalPhalanxOutlineAgeGroup,50words,CBF,Earthquakes,Ham,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,synthetic_control,MALLAT,Lighting2,Trace,OliveOil,ProximalPhalanxOutlineCorrect,ShapeletSim,PhalangesOutlinesCorrect,BeetleFly,BirdChicken,Gun_Point,Adiac,Strawberry,wafer,Meat,yoga,WormsTwoClass,Plane,SwedishLeaf,Beef,DiatomSizeReduction,Car,Haptics,ArrowHead,Coffee,FISH,Wine,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour
Earthquakes,FISH,DistalPhalanxTW,InsectWingbeatSound,Phoneme,SwedishLeaf,Symbols,MiddlePhalanxTW,MedicalImages,FaceAll,ProximalPhalanxTW,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Adiac,Lighting7,DiatomSizeReduction,Cricket_X,RefrigerationDevices,ChlorineConcentration,OSULeaf,Ham,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,CBF,DistalPhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,WordsSynonyms,ScreenType,Car,Computers,MiddlePhalanxOutlineCorrect,50words,ElectricDevices,InlineSkate,Haptics,Cricket_Y,NonInvasiveFatalECG_Thorax2,LargeKitchenAppliances,Cricket_Z,MALLAT,Lighting2,FacesUCR,OliveOil,ECG5000,Plane,synthetic_control,UWaveGestureLibraryAll,CinC_ECG_torso,Two_Patterns,uWaveGestureLibrary_Z,ShapeletSim,FaceFour,PhalangesOutlinesCorrect,ItalyPowerDemand,ECGFiveDays,ProximalPhalanxOutlineCorrect,Worms,ToeSegmentation2,yoga,FordA,wafer,SmallKitchenAppliances,Gun_Point,NonInvasiveFatalECG_Thorax1,Meat,ToeSegmentation1,SonyAIBORobotSurfaceII,TwoLeadECG,FordB,Strawberry,Trace,MoteStrain,Beef,ECG200,ArrowHead,WormsTwoClass,SonyAIBORobotSurface,Coffee,Wine,HandOutlines,ShapesAll,BeetleFly,BirdChicken
ElectricDevices,Phoneme,InlineSkate,50words,WordsSynonyms,uWaveGestureLibrary_X,FaceAll,ShapesAll,DistalPhalanxTW,Cricket_X,Cricket_Y,LargeKitchenAppliances,InsectWingbeatSound,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Two_Patterns,uWaveGestureLibrary_Y,ScreenType,CinC_ECG_torso,MedicalImages,ProximalPhalanxTW,Lighting7,MiddlePhalanxTW,Symbols,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Worms,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,FacesUCR,ECG5000,CBF,MALLAT,synthetic_control,Adiac,FordA,SonyAIBORobotSurface,TwoLeadECG,FordB,Trace,ECGFiveDays,RefrigerationDevices,OliveOil,ItalyPowerDemand,Computers,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,Ham,MoteStrain,MiddlePhalanxOutlineCorrect,OSULeaf,SwedishLeaf,ToeSegmentation1,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Meat,Gun_Point,Strawberry,yoga,ShapeletSim,FISH,wafer,Beef,DiatomSizeReduction,Car,WormsTwoClass,BirdChicken,ArrowHead,BeetleFly,Plane,Earthquakes,Coffee,NonInvasiveFatalECG_Thorax2,Wine,NonInvasiveFatalECG_Thorax1,Herring,HandOutlines,FaceFour,Haptics
FISH,ShapesAll,SwedishLeaf,Adiac,Symbols,Herring,Phoneme,DiatomSizeReduction,OSULeaf,Car,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,yoga,synthetic_control,Cricket_Z,BirdChicken,BeetleFly,NonInvasiveFatalECG_Thorax1,ShapeletSim,Cricket_X,Trace,uWaveGestureLibrary_Y,Cricket_Y,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,ElectricDevices,Worms,RefrigerationDevices,SonyAIBORobotSurface,SmallKitchenAppliances,ToeSegmentation2,Two_Patterns,ECG200,InlineSkate,FacesUCR,Earthquakes,CinC_ECG_torso,ToeSegmentation1,FordB,TwoLeadECG,LargeKitchenAppliances,DistalPhalanxTW,FaceAll,FordA,InsectWingbeatSound,MoteStrain,ScreenType,ECGFiveDays,ECG5000,ProximalPhalanxTW,ItalyPowerDemand,SonyAIBORobotSurfaceII,MiddlePhalanxTW,MedicalImages,DistalPhalanxOutlineAgeGroup,Lighting7,MiddlePhalanxOutlineAgeGroup,Computers,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,WordsSynonyms,CBF,50words,DistalPhalanxOutlineCorrect,wafer,Ham,MALLAT,MiddlePhalanxOutlineCorrect,OliveOil,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine,HandOutlines
FaceAll,50words,WordsSynonyms,InsectWingbeatSound,Phoneme,MALLAT,Lighting7,MedicalImages,Cricket_X,ProximalPhalanxTW,ShapesAll,uWaveGestureLibrary_X,MiddlePhalanxTW,DistalPhalanxTW,OliveOil,InlineSkate,uWaveGestureLibrary_Y,Cricket_Y,ElectricDevices,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CBF,UWaveGestureLibraryAll,Cricket_Z,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,uWaveGestureLibrary_Z,ScreenType,CinC_ECG_torso,ECG5000,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Lighting2,Ham,DistalPhalanxOutlineCorrect,Gun_Point,LargeKitchenAppliances,Two_Patterns,Symbols,Meat,synthetic_control,Strawberry,Computers,Worms,RefrigerationDevices,Beef,ItalyPowerDemand,ECGFiveDays,WormsTwoClass,SmallKitchenAppliances,FordA,TwoLeadECG,ArrowHead,FordB,SonyAIBORobotSurfaceII,Trace,ECG200,SonyAIBORobotSurface,Coffee,Wine,MoteStrain,ToeSegmentation1,Adiac,HandOutlines,OSULeaf,wafer,ToeSegmentation2,SwedishLeaf,Car,yoga,DiatomSizeReduction,FISH,ShapeletSim,BirdChicken,BeetleFly,Earthquakes,Plane,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Haptics
FaceFour,NonInvasiveFatalECG_Thorax1,Plane,NonInvasiveFatalECG_Thorax2,SwedishLeaf,Phoneme,OSULeaf,ShapesAll,FISH,Symbols,Adiac,Herring,DiatomSizeReduction,Car,BeetleFly,BirdChicken,Earthquakes,synthetic_control,RefrigerationDevices,ShapeletSim,yoga,Cricket_Z,Cricket_X,Trace,uWaveGestureLibrary_Y,Cricket_Y,ToeSegmentation2,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,Worms,ToeSegmentation1,FacesUCR,wafer,SmallKitchenAppliances,MoteStrain,SonyAIBORobotSurface,ECG200,InlineSkate,Two_Patterns,SonyAIBORobotSurfaceII,CinC_ECG_torso,FordB,TwoLeadECG,LargeKitchenAppliances,DistalPhalanxTW,FordA,FaceAll,InsectWingbeatSound,ECGFiveDays,ItalyPowerDemand,ScreenType,ECG5000,DistalPhalanxOutlineAgeGroup,Haptics,ProximalPhalanxTW,MiddlePhalanxTW,MedicalImages,Computers,Lighting7,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,CBF,WordsSynonyms,50words,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine
FacesUCR,50words,WordsSynonyms,Phoneme,Beef,ShapesAll,MedicalImages,MALLAT,Meat,InsectWingbeatSound,uWaveGestureLibrary_Y,ArrowHead,Lighting7,OliveOil,Cricket_X,ProximalPhalanxTW,Cricket_Y,MiddlePhalanxTW,ECG5000,uWaveGestureLibrary_X,Cricket_Z,DistalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,synthetic_control,ElectricDevices,Adiac,Worms,CBF,ProximalPhalanxOutlineAgeGroup,InlineSkate,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,WormsTwoClass,ScreenType,Strawberry,Gun_Point,Symbols,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,LargeKitchenAppliances,Lighting2,MiddlePhalanxOutlineCorrect,Ham,Two_Patterns,DistalPhalanxOutlineCorrect,RefrigerationDevices,Computers,Coffee,Wine,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,FordA,SwedishLeaf,TwoLeadECG,FordB,Trace,HandOutlines,SonyAIBORobotSurfaceII,NonInvasiveFatalECG_Thorax1,ECG200,SonyAIBORobotSurface,NonInvasiveFatalECG_Thorax2,OSULeaf,MoteStrain,ToeSegmentation1,wafer,FISH,ToeSegmentation2,Car,DiatomSizeReduction,Plane,yoga,ShapeletSim,BirdChicken,Earthquakes,BeetleFly,Herring,FaceFour,Haptics
