,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Coffee,Wine,Beef,ArrowHead,FacesUCR,Phoneme,50words,WordsSynonyms,Meat,ECG5000,HandOutlines,FaceAll,MedicalImages,uWaveGestureLibrary_Y,WormsTwoClass,MALLAT,Lighting7,OliveOil,Worms,synthetic_control,ProximalPhalanxTW,ShapesAll,Strawberry,MiddlePhalanxTW,CBF,DistalPhalanxTW,Cricket_X,ProximalPhalanxOutlineAgeGroup,Cricket_Y,InsectWingbeatSound,ChlorineConcentration,Gun_Point,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,CinC_ECG_torso,Cricket_Z,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ElectricDevices,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,uWaveGestureLibrary_Z,ScreenType,Lighting2,InlineSkate,MiddlePhalanxOutlineCorrect,LargeKitchenAppliances,Symbols,Ham,DistalPhalanxOutlineCorrect,Two_Patterns,RefrigerationDevices,Computers,SmallKitchenAppliances,ItalyPowerDemand,wafer,ECGFiveDays,SonyAIBORobotSurfaceII,FordA,Trace,MoteStrain,TwoLeadECG,FordB,OSULeaf,ECG200,ToeSegmentation1,SonyAIBORobotSurface,Adiac,ToeSegmentation2,Earthquakes,SwedishLeaf,Car,DiatomSizeReduction,FISH,ShapeletSim,Plane,yoga,BirdChicken,BeetleFly,FaceFour,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1
Computers,InsectWingbeatSound,FaceAll,DistalPhalanxTW,MiddlePhalanxTW,MedicalImages,Phoneme,ProximalPhalanxTW,uWaveGestureLibrary_X,InlineSkate,ShapesAll,uWaveGestureLibrary_Y,Lighting7,MiddlePhalanxOutlineAgeGroup,ElectricDevices,Cricket_Y,Cricket_X,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,UWaveGestureLibraryAll,WordsSynonyms,DistalPhalanxOutlineCorrect,Cricket_Z,ECG5000,50words,Symbols,CinC_ECG_torso,ItalyPowerDemand,ECGFiveDays,Ham,Two_Patterns,MiddlePhalanxOutlineCorrect,uWaveGestureLibrary_Z,FacesUCR,FordA,MALLAT,Lighting2,OliveOil,Worms,PhalangesOutlinesCorrect,TwoLeadECG,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,FordB,synthetic_control,MoteStrain,Gun_Point,ECG200,ToeSegmentation1,SonyAIBORobotSurface,Strawberry,Meat,Trace,ToeSegmentation2,WormsTwoClass,Beef,OSULeaf,Earthquakes,wafer,ArrowHead,Adiac,ShapeletSim,SwedishLeaf,Car,Coffee,DiatomSizeReduction,yoga,Wine,BirdChicken,BeetleFly,FISH,Plane,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,Haptics,ScreenType,LargeKitchenAppliances,RefrigerationDevices
Cricket_X,WordsSynonyms,Phoneme,ShapesAll,Trace,MedicalImages,50words,InsectWingbeatSound,FaceAll,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Z,MiddlePhalanxTW,ElectricDevices,ChlorineConcentration,UWaveGestureLibraryAll,ProximalPhalanxTW,InlineSkate,uWaveGestureLibrary_Y,MiddlePhalanxOutlineAgeGroup,synthetic_control,DistalPhalanxTW,FacesUCR,DistalPhalanxOutlineAgeGroup,MALLAT,ProximalPhalanxOutlineAgeGroup,CBF,Ham,OliveOil,Worms,Two_Patterns,MiddlePhalanxOutlineCorrect,CinC_ECG_torso,ScreenType,DistalPhalanxOutlineCorrect,SmallKitchenAppliances,LargeKitchenAppliances,Symbols,Computers,Lighting2,MoteStrain,ECG5000,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,RefrigerationDevices,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurface,ProximalPhalanxOutlineCorrect,ToeSegmentation1,ECG200,FordA,FordB,TwoLeadECG,Gun_Point,ToeSegmentation2,Adiac,OSULeaf,Strawberry,SwedishLeaf,ShapeletSim,Meat,wafer,Car,WormsTwoClass,BirdChicken,yoga,DiatomSizeReduction,BeetleFly,Earthquakes,Beef,FISH,ArrowHead,Coffee,Wine,Plane,Herring,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1,Cricket_Z
Cricket_Y,Phoneme,ShapesAll,UWaveGestureLibraryAll,Trace,uWaveGestureLibrary_Z,FaceAll,InlineSkate,uWaveGestureLibrary_X,ElectricDevices,uWaveGestureLibrary_Y,InsectWingbeatSound,Two_Patterns,50words,DistalPhalanxTW,SmallKitchenAppliances,LargeKitchenAppliances,FacesUCR,Worms,synthetic_control,CinC_ECG_torso,WordsSynonyms,MedicalImages,Symbols,MiddlePhalanxTW,ScreenType,ECG200,SonyAIBORobotSurface,ProximalPhalanxTW,FordB,TwoLeadECG,Lighting7,FordA,DistalPhalanxOutlineAgeGroup,ECG5000,ECGFiveDays,ItalyPowerDemand,MALLAT,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,CBF,RefrigerationDevices,MoteStrain,ToeSegmentation1,OSULeaf,Computers,OliveOil,Adiac,ShapeletSim,DistalPhalanxOutlineCorrect,Ham,SwedishLeaf,MiddlePhalanxOutlineCorrect,yoga,Lighting2,Car,BirdChicken,PhalangesOutlinesCorrect,BeetleFly,ProximalPhalanxOutlineCorrect,DiatomSizeReduction,wafer,Gun_Point,Earthquakes,FISH,Strawberry,Meat,Beef,WormsTwoClass,Plane,Herring,ArrowHead,Coffee,Wine,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,HandOutlines,Haptics,Cricket_Z
Cricket_Z,ShapesAll,Trace,Phoneme,uWaveGestureLibrary_Z,50words,UWaveGestureLibraryAll,Two_Patterns,WordsSynonyms,SmallKitchenAppliances,uWaveGestureLibrary_Y,MedicalImages,uWaveGestureLibrary_X,synthetic_control,Worms,ElectricDevices,FacesUCR,InlineSkate,InsectWingbeatSound,Lighting7,FaceAll,DistalPhalanxTW,CinC_ECG_torso,ProximalPhalanxTW,MiddlePhalanxTW,LargeKitchenAppliances,MALLAT,ToeSegmentation1,MoteStrain,Adiac,Symbols,ScreenType,DistalPhalanxOutlineAgeGroup,ECG200,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,yoga,ECG5000,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,ECGFiveDays,ItalyPowerDemand,Computers,ShapeletSim,ChlorineConcentration,CBF,TwoLeadECG,FordB,FordA,DistalPhalanxOutlineCorrect,RefrigerationDevices,OliveOil,OSULeaf,Ham,BirdChicken,BeetleFly,SwedishLeaf,MiddlePhalanxOutlineCorrect,wafer,Lighting2,PhalangesOutlinesCorrect,Car,DiatomSizeReduction,ProximalPhalanxOutlineCorrect,Gun_Point,FISH,Strawberry,Earthquakes,Plane,Beef,Herring,WormsTwoClass,Meat,Haptics,ArrowHead,Coffee,Wine,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,HandOutlines,Cricket_X
DiatomSizeReduction,Adiac,ShapesAll,SwedishLeaf,FISH,OSULeaf,Phoneme,Car,Symbols,Herring,synthetic_control,Plane,yoga,Cricket_Z,BirdChicken,BeetleFly,Cricket_X,ShapeletSim,Cricket_Y,Trace,FaceFour,uWaveGestureLibrary_Y,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_X,Worms,SmallKitchenAppliances,InlineSkate,RefrigerationDevices,ToeSegmentation2,Two_Patterns,CinC_ECG_torso,SonyAIBORobotSurface,ToeSegmentation1,ECG200,FacesUCR,FaceAll,LargeKitchenAppliances,DistalPhalanxTW,InsectWingbeatSound,Earthquakes,ScreenType,FordB,TwoLeadECG,MedicalImages,MiddlePhalanxTW,MoteStrain,ProximalPhalanxTW,DistalPhalanxOutlineAgeGroup,Lighting7,WordsSynonyms,FordA,ECG5000,50words,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,ECGFiveDays,MALLAT,ItalyPowerDemand,wafer,OliveOil,Computers,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Lighting2,Meat,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine,HandOutlines
DistalPhalanxOutlineAgeGroup,InsectWingbeatSound,Phoneme,WordsSynonyms,MedicalImages,FaceAll,Cricket_X,uWaveGestureLibrary_X,50words,ElectricDevices,InlineSkate,Lighting7,ChlorineConcentration,ShapesAll,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,Cricket_Y,ScreenType,Cricket_Z,CBF,MALLAT,Ham,LargeKitchenAppliances,uWaveGestureLibrary_Z,Computers,CinC_ECG_torso,OliveOil,Two_Patterns,FacesUCR,Symbols,RefrigerationDevices,ECG5000,Lighting2,ItalyPowerDemand,ECGFiveDays,Worms,FordA,SmallKitchenAppliances,Gun_Point,synthetic_control,DistalPhalanxTW,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,Strawberry,MiddlePhalanxTW,Meat,MoteStrain,MiddlePhalanxOutlineAgeGroup,ECG200,Trace,SonyAIBORobotSurface,WormsTwoClass,Beef,ToeSegmentation1,DistalPhalanxOutlineCorrect,ProximalPhalanxTW,ToeSegmentation2,ArrowHead,MiddlePhalanxOutlineCorrect,OSULeaf,wafer,ProximalPhalanxOutlineAgeGroup,Adiac,Earthquakes,SwedishLeaf,Coffee,PhalangesOutlinesCorrect,Wine,Car,DiatomSizeReduction,ShapeletSim,FISH,yoga,BirdChicken,ProximalPhalanxOutlineCorrect,BeetleFly,HandOutlines,Plane,NonInvasiveFatalECG_Thorax2,FaceFour,Herring,NonInvasiveFatalECG_Thorax1
DistalPhalanxOutlineCorrect,MedicalImages,InsectWingbeatSound,FaceAll,Lighting7,ChlorineConcentration,ShapesAll,ScreenType,Cricket_X,Phoneme,uWaveGestureLibrary_X,InlineSkate,WordsSynonyms,Ham,uWaveGestureLibrary_Y,50words,CBF,Cricket_Y,ElectricDevices,Computers,Cricket_Z,LargeKitchenAppliances,Lighting2,ECG5000,UWaveGestureLibraryAll,MALLAT,RefrigerationDevices,Symbols,CinC_ECG_torso,FacesUCR,ItalyPowerDemand,OliveOil,uWaveGestureLibrary_Z,ECGFiveDays,Two_Patterns,Gun_Point,Worms,FordA,synthetic_control,DistalPhalanxTW,SmallKitchenAppliances,SonyAIBORobotSurfaceII,Strawberry,DistalPhalanxOutlineAgeGroup,MoteStrain,TwoLeadECG,MiddlePhalanxTW,FordB,MiddlePhalanxOutlineAgeGroup,Meat,WormsTwoClass,ECG200,ToeSegmentation1,Trace,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,Beef,ToeSegmentation2,OSULeaf,ProximalPhalanxTW,ProximalPhalanxOutlineAgeGroup,wafer,ArrowHead,Earthquakes,PhalangesOutlinesCorrect,Adiac,Coffee,Wine,SwedishLeaf,ShapeletSim,Car,DiatomSizeReduction,ProximalPhalanxOutlineCorrect,yoga,BirdChicken,FISH,BeetleFly,HandOutlines,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1
DistalPhalanxTW,InsectWingbeatSound,Phoneme,InlineSkate,50words,FaceAll,ElectricDevices,MedicalImages,uWaveGestureLibrary_X,Cricket_X,ShapesAll,Cricket_Y,WordsSynonyms,uWaveGestureLibrary_Y,ScreenType,UWaveGestureLibraryAll,Lighting7,LargeKitchenAppliances,Two_Patterns,Cricket_Z,uWaveGestureLibrary_Z,CinC_ECG_torso,MALLAT,FacesUCR,Symbols,ChlorineConcentration,CBF,ECG5000,Ham,Computers,OliveOil,Lighting2,RefrigerationDevices,Worms,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,FordA,Gun_Point,synthetic_control,Trace,TwoLeadECG,FordB,Strawberry,SonyAIBORobotSurfaceII,Meat,ECG200,MiddlePhalanxTW,SonyAIBORobotSurface,Beef,WormsTwoClass,MoteStrain,DistalPhalanxOutlineAgeGroup,ToeSegmentation1,ArrowHead,Adiac,OSULeaf,ProximalPhalanxTW,MiddlePhalanxOutlineAgeGroup,ToeSegmentation2,SwedishLeaf,wafer,Car,DiatomSizeReduction,Coffee,Wine,ProximalPhalanxOutlineAgeGroup,FISH,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,ShapeletSim,yoga,Earthquakes,HandOutlines,BirdChicken,Plane,BeetleFly,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring
ECG200,Cricket_Y,Phoneme,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Two_Patterns,ShapesAll,Cricket_Z,CinC_ECG_torso,InlineSkate,Worms,Cricket_X,SonyAIBORobotSurface,FordB,LargeKitchenAppliances,TwoLeadECG,SmallKitchenAppliances,DistalPhalanxTW,Symbols,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,Trace,FaceAll,InsectWingbeatSound,ScreenType,FordA,synthetic_control,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxTW,MedicalImages,FacesUCR,ECG5000,Lighting7,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,OSULeaf,ToeSegmentation1,ToeSegmentation2,RefrigerationDevices,MoteStrain,ProximalPhalanxOutlineAgeGroup,CBF,WordsSynonyms,50words,Computers,ShapeletSim,Adiac,MALLAT,DistalPhalanxOutlineCorrect,OliveOil,Ham,yoga,MiddlePhalanxOutlineCorrect,SwedishLeaf,BirdChicken,BeetleFly,Car,Lighting2,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,FISH,wafer,Earthquakes,Meat,Gun_Point,Plane,Strawberry,Beef,ArrowHead,WormsTwoClass,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,Coffee,Wine,HandOutlines,Haptics
ECG5000,50words,Phoneme,InsectWingbeatSound,FaceAll,WordsSynonyms,MedicalImages,FacesUCR,Cricket_Y,InlineSkate,uWaveGestureLibrary_X,Cricket_X,DistalPhalanxTW,ShapesAll,MALLAT,ElectricDevices,uWaveGestureLibrary_Y,Lighting7,UWaveGestureLibraryAll,ProximalPhalanxTW,uWaveGestureLibrary_Z,MiddlePhalanxTW,Cricket_Z,Beef,OliveOil,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,CBF,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Worms,Two_Patterns,ScreenType,synthetic_control,Meat,LargeKitchenAppliances,Symbols,SmallKitchenAppliances,ArrowHead,Trace,Adiac,RefrigerationDevices,SwedishLeaf,OSULeaf,FISH,WormsTwoClass,Coffee,Strawberry,Wine,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,HandOutlines,Car,Ham,DistalPhalanxOutlineCorrect,DiatomSizeReduction,Computers,Plane,ItalyPowerDemand,ECGFiveDays,FordA,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,MoteStrain,ECG200,SonyAIBORobotSurface,wafer,ToeSegmentation1,ToeSegmentation2,FaceFour,Earthquakes,ShapeletSim,yoga,BirdChicken,BeetleFly,Haptics
ECGFiveDays,Phoneme,Two_Patterns,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Cricket_Z,InsectWingbeatSound,InlineSkate,uWaveGestureLibrary_X,ElectricDevices,FaceAll,Cricket_Y,Cricket_X,ScreenType,DistalPhalanxTW,LargeKitchenAppliances,ShapesAll,CinC_ECG_torso,uWaveGestureLibrary_Y,SmallKitchenAppliances,ItalyPowerDemand,Symbols,FordA,ECG5000,MedicalImages,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxOutlineAgeGroup,Computers,Worms,Lighting7,TwoLeadECG,FordB,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,FacesUCR,ChlorineConcentration,DistalPhalanxOutlineCorrect,50words,ProximalPhalanxOutlineAgeGroup,Ham,CBF,ECG200,MiddlePhalanxOutlineCorrect,MALLAT,SonyAIBORobotSurface,synthetic_control,SonyAIBORobotSurfaceII,Trace,Lighting2,MoteStrain,OliveOil,ToeSegmentation1,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ToeSegmentation2,OSULeaf,Gun_Point,Strawberry,Adiac,Meat,SwedishLeaf,Earthquakes,WormsTwoClass,wafer,Beef,ShapeletSim,Car,DiatomSizeReduction,yoga,ArrowHead,BirdChicken,BeetleFly,FISH,Plane,Coffee,Wine,FaceFour,NonInvasiveFatalECG_Thorax2,HandOutlines,Herring,NonInvasiveFatalECG_Thorax1
Earthquakes,FISH,InsectWingbeatSound,SwedishLeaf,MedicalImages,Symbols,MiddlePhalanxTW,Phoneme,FaceAll,Adiac,ProximalPhalanxTW,Lighting7,Cricket_X,DistalPhalanxTW,uWaveGestureLibrary_X,DiatomSizeReduction,OSULeaf,WordsSynonyms,50words,Car,InlineSkate,ElectricDevices,uWaveGestureLibrary_Y,Cricket_Y,Cricket_Z,MALLAT,UWaveGestureLibraryAll,Plane,uWaveGestureLibrary_Z,CinC_ECG_torso,OliveOil,FacesUCR,Two_Patterns,FaceFour,NonInvasiveFatalECG_Thorax2,ECG5000,synthetic_control,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ScreenType,ProximalPhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax1,ChlorineConcentration,Worms,LargeKitchenAppliances,CBF,SmallKitchenAppliances,Trace,Beef,Computers,DistalPhalanxOutlineCorrect,ItalyPowerDemand,ECGFiveDays,Ham,ToeSegmentation2,FordA,ToeSegmentation1,ShapeletSim,TwoLeadECG,FordB,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,MoteStrain,yoga,ECG200,SonyAIBORobotSurface,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Meat,Gun_Point,Strawberry,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Haptics,ShapesAll,BeetleFly,BirdChicken
ElectricDevices,Phoneme,InlineSkate,50words,WordsSynonyms,ShapesAll,uWaveGestureLibrary_X,FaceAll,Cricket_Y,Cricket_X,InsectWingbeatSound,DistalPhalanxTW,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Two_Patterns,uWaveGestureLibrary_Y,LargeKitchenAppliances,MedicalImages,ScreenType,ProximalPhalanxTW,MiddlePhalanxTW,CinC_ECG_torso,Lighting7,Symbols,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Worms,FacesUCR,ProximalPhalanxOutlineAgeGroup,synthetic_control,SmallKitchenAppliances,MALLAT,CBF,Adiac,ECG5000,OliveOil,Trace,FordB,TwoLeadECG,FordA,SonyAIBORobotSurface,ECGFiveDays,ItalyPowerDemand,RefrigerationDevices,Computers,SwedishLeaf,SonyAIBORobotSurfaceII,OSULeaf,MoteStrain,DistalPhalanxOutlineCorrect,Meat,ToeSegmentation1,Ham,MiddlePhalanxOutlineCorrect,ToeSegmentation2,Lighting2,Beef,PhalangesOutlinesCorrect,FISH,ProximalPhalanxOutlineCorrect,DiatomSizeReduction,yoga,Car,ShapeletSim,ArrowHead,Gun_Point,wafer,Plane,Strawberry,BirdChicken,BeetleFly,WormsTwoClass,NonInvasiveFatalECG_Thorax2,Earthquakes,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,Coffee,Wine,HandOutlines,Haptics
FISH,ShapesAll,Adiac,SwedishLeaf,Symbols,Herring,Phoneme,DiatomSizeReduction,OSULeaf,Car,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Cricket_Z,synthetic_control,yoga,NonInvasiveFatalECG_Thorax1,BirdChicken,BeetleFly,Cricket_X,Trace,Cricket_Y,uWaveGestureLibrary_Y,ShapeletSim,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,ElectricDevices,Worms,Two_Patterns,SmallKitchenAppliances,InlineSkate,RefrigerationDevices,CinC_ECG_torso,LargeKitchenAppliances,DistalPhalanxTW,SonyAIBORobotSurface,ToeSegmentation2,FaceAll,InsectWingbeatSound,FacesUCR,ScreenType,ECG200,Earthquakes,ToeSegmentation1,ProximalPhalanxTW,MedicalImages,MiddlePhalanxTW,FordB,DistalPhalanxOutlineAgeGroup,TwoLeadECG,Lighting7,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ECG5000,WordsSynonyms,ProximalPhalanxOutlineAgeGroup,50words,MoteStrain,FordA,CBF,MALLAT,OliveOil,ECGFiveDays,SonyAIBORobotSurfaceII,ItalyPowerDemand,Computers,wafer,DistalPhalanxOutlineCorrect,Ham,Meat,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,Beef,ProximalPhalanxOutlineCorrect,Gun_Point,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine,HandOutlines
FaceAll,50words,WordsSynonyms,InsectWingbeatSound,Phoneme,ElectricDevices,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Y,MALLAT,Cricket_Y,Cricket_X,MedicalImages,MiddlePhalanxTW,DistalPhalanxTW,ProximalPhalanxTW,InlineSkate,ShapesAll,ScreenType,OliveOil,ECG5000,Strawberry,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,UWaveGestureLibraryAll,LargeKitchenAppliances,Cricket_Z,PhalangesOutlinesCorrect,ChlorineConcentration,ProximalPhalanxOutlineCorrect,Gun_Point,Lighting2,Computers,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,WormsTwoClass,RefrigerationDevices,Ham,uWaveGestureLibrary_Z,Worms,ECGFiveDays,ItalyPowerDemand,Symbols,synthetic_control,Two_Patterns,Meat,wafer,SonyAIBORobotSurfaceII,Earthquakes,FordA,MoteStrain,SmallKitchenAppliances,TwoLeadECG,ToeSegmentation1,FordB,Beef,ToeSegmentation2,ECG200,SonyAIBORobotSurface,ArrowHead,Coffee,Wine,OSULeaf,Trace,HandOutlines,ShapeletSim,BeetleFly,Adiac,BirdChicken,yoga,SwedishLeaf,Car,DiatomSizeReduction,Plane,FISH,Herring,Haptics,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
FaceFour,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,Plane,SwedishLeaf,Phoneme,FISH,ShapesAll,Adiac,OSULeaf,Symbols,DiatomSizeReduction,Car,Herring,Cricket_Z,synthetic_control,Cricket_X,Cricket_Y,Trace,uWaveGestureLibrary_Y,BirdChicken,BeetleFly,uWaveGestureLibrary_Z,yoga,UWaveGestureLibraryAll,ElectricDevices,ShapeletSim,Worms,uWaveGestureLibrary_X,InlineSkate,Two_Patterns,SmallKitchenAppliances,RefrigerationDevices,FacesUCR,CinC_ECG_torso,FaceAll,DistalPhalanxTW,InsectWingbeatSound,LargeKitchenAppliances,MedicalImages,ScreenType,MiddlePhalanxTW,Earthquakes,ProximalPhalanxTW,ToeSegmentation2,Lighting7,WordsSynonyms,DistalPhalanxOutlineAgeGroup,50words,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ToeSegmentation1,SonyAIBORobotSurface,ECG5000,MALLAT,ECG200,ProximalPhalanxOutlineAgeGroup,CBF,OliveOil,FordB,MoteStrain,TwoLeadECG,FordA,SonyAIBORobotSurfaceII,ECGFiveDays,wafer,ItalyPowerDemand,Meat,Computers,Beef,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,ArrowHead,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Coffee,Wine,HandOutlines
FacesUCR,50words,Phoneme,WordsSynonyms,Meat,Beef,MALLAT,ShapesAll,uWaveGestureLibrary_Y,synthetic_control,Cricket_Z,Cricket_X,Cricket_Y,ArrowHead,MedicalImages,WormsTwoClass,Coffee,ECG5000,OliveOil,Wine,Lighting7,uWaveGestureLibrary_X,ProximalPhalanxTW,InsectWingbeatSound,DistalPhalanxTW,UWaveGestureLibraryAll,InlineSkate,MiddlePhalanxTW,ElectricDevices,Strawberry,uWaveGestureLibrary_Z,CinC_ECG_torso,CBF,ProximalPhalanxOutlineAgeGroup,Worms,Gun_Point,wafer,ChlorineConcentration,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,HandOutlines,PhalangesOutlinesCorrect,Lighting2,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,ScreenType,Adiac,Two_Patterns,RefrigerationDevices,Ham,DistalPhalanxOutlineCorrect,LargeKitchenAppliances,Trace,Symbols,SmallKitchenAppliances,SonyAIBORobotSurfaceII,Computers,MoteStrain,ItalyPowerDemand,ECGFiveDays,SwedishLeaf,Earthquakes,FordA,ToeSegmentation1,OSULeaf,TwoLeadECG,FordB,ToeSegmentation2,ECG200,SonyAIBORobotSurface,FISH,Car,DiatomSizeReduction,Plane,ShapeletSim,BeetleFly,NonInvasiveFatalECG_Thorax1,BirdChicken,yoga,NonInvasiveFatalECG_Thorax2,FaceFour,Herring,Haptics
