,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Coffee,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Y,MedicalImages,Cricket_Z,MALLAT,FacesUCR,uWaveGestureLibrary_X,Lighting7,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,InlineSkate,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,SwedishLeaf,synthetic_control,OliveOil,Worms,ECG5000,CinC_ECG_torso,Two_Patterns,Symbols,ChlorineConcentration,CBF,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,Trace,DistalPhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax2,ScreenType,LargeKitchenAppliances,OSULeaf,SmallKitchenAppliances,NonInvasiveFatalECG_Thorax1,RefrigerationDevices,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,Ham,Strawberry,DistalPhalanxOutlineCorrect,Computers,Car,Meat,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,FordA,MoteStrain,Plane,FISH,DiatomSizeReduction,wafer,WormsTwoClass,ToeSegmentation1,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ToeSegmentation2,ShapeletSim,yoga,HandOutlines,Earthquakes,BirdChicken,BeetleFly,FaceFour,Beef,Herring,Haptics,ArrowHead,Wine
Computers,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FacesUCR,Cricket_Z,FaceAll,Cricket_Y,Cricket_X,MALLAT,uWaveGestureLibrary_Z,SwedishLeaf,NonInvasiveFatalECG_Thorax2,MedicalImages,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,NonInvasiveFatalECG_Thorax1,synthetic_control,Lighting7,uWaveGestureLibrary_X,InsectWingbeatSound,Beef,Worms,InlineSkate,Trace,ProximalPhalanxTW,OSULeaf,OliveOil,MiddlePhalanxTW,Two_Patterns,DistalPhalanxTW,Symbols,ECG5000,CinC_ECG_torso,Meat,Plane,Car,FISH,ArrowHead,DiatomSizeReduction,CBF,SonyAIBORobotSurface,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,WormsTwoClass,Gun_Point,ShapeletSim,Strawberry,ECG200,wafer,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,yoga,Coffee,MiddlePhalanxOutlineAgeGroup,Wine,FordB,TwoLeadECG,Lighting2,BirdChicken,DistalPhalanxOutlineAgeGroup,ToeSegmentation2,SonyAIBORobotSurfaceII,BeetleFly,HandOutlines,FordA,MiddlePhalanxOutlineCorrect,MoteStrain,ToeSegmentation1,Ham,ItalyPowerDemand,ECGFiveDays,FaceFour,DistalPhalanxOutlineCorrect,Earthquakes,Herring,Haptics,ScreenType,LargeKitchenAppliances,RefrigerationDevices,SmallKitchenAppliances
Cricket_X,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,SwedishLeaf,FaceAll,FacesUCR,InsectWingbeatSound,NonInvasiveFatalECG_Thorax2,MedicalImages,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_X,InlineSkate,uWaveGestureLibrary_Y,MALLAT,OSULeaf,Lighting7,DistalPhalanxTW,FISH,synthetic_control,Symbols,ProximalPhalanxTW,MiddlePhalanxTW,Car,Worms,Two_Patterns,DiatomSizeReduction,Plane,CinC_ECG_torso,ECG5000,Beef,Trace,OliveOil,LargeKitchenAppliances,ScreenType,SmallKitchenAppliances,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CBF,Meat,ChlorineConcentration,yoga,ToeSegmentation2,FordB,TwoLeadECG,FordA,ShapeletSim,SonyAIBORobotSurface,ECG200,ArrowHead,ECGFiveDays,ItalyPowerDemand,ToeSegmentation1,BirdChicken,Computers,wafer,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,MoteStrain,BeetleFly,Earthquakes,Gun_Point,WormsTwoClass,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Ham,FaceFour,Lighting2,Strawberry,Herring,MiddlePhalanxOutlineCorrect,Coffee,Wine,Haptics,HandOutlines,Cricket_Z,Cricket_Y
Cricket_Y,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,InsectWingbeatSound,SwedishLeaf,MedicalImages,FacesUCR,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax2,UWaveGestureLibraryAll,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,MALLAT,InlineSkate,NonInvasiveFatalECG_Thorax1,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,synthetic_control,OSULeaf,Symbols,FISH,Car,DiatomSizeReduction,Worms,Two_Patterns,CinC_ECG_torso,Plane,ECG5000,OliveOil,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ScreenType,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Trace,LargeKitchenAppliances,RefrigerationDevices,SmallKitchenAppliances,Beef,yoga,DistalPhalanxOutlineCorrect,Ham,Computers,MiddlePhalanxOutlineCorrect,Lighting2,ToeSegmentation2,PhalangesOutlinesCorrect,ToeSegmentation1,ItalyPowerDemand,ECGFiveDays,ShapeletSim,ProximalPhalanxOutlineCorrect,Meat,FordA,MoteStrain,BirdChicken,SonyAIBORobotSurfaceII,wafer,Earthquakes,Gun_Point,TwoLeadECG,FordB,SonyAIBORobotSurface,BeetleFly,ECG200,Strawberry,ArrowHead,Herring,WormsTwoClass,FaceFour,Haptics,Coffee,Wine,HandOutlines,Cricket_X,Cricket_Z
Cricket_Z,ShapesAll,Adiac,50words,Phoneme,WordsSynonyms,SwedishLeaf,FaceAll,InsectWingbeatSound,MedicalImages,NonInvasiveFatalECG_Thorax2,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,FacesUCR,InlineSkate,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_Y,FISH,Lighting7,OSULeaf,DistalPhalanxTW,MALLAT,Symbols,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,Car,Plane,DiatomSizeReduction,Two_Patterns,CinC_ECG_torso,Worms,ScreenType,ECG5000,LargeKitchenAppliances,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,OliveOil,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,CBF,Trace,Computers,ECGFiveDays,ItalyPowerDemand,FordA,TwoLeadECG,FordB,DistalPhalanxOutlineCorrect,SonyAIBORobotSurface,ECG200,ToeSegmentation2,Beef,Ham,Earthquakes,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,FaceFour,Lighting2,ShapeletSim,Herring,ToeSegmentation1,PhalangesOutlinesCorrect,BirdChicken,MoteStrain,ProximalPhalanxOutlineCorrect,yoga,Meat,BeetleFly,Gun_Point,wafer,Strawberry,Haptics,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,Cricket_X,Cricket_Y
DiatomSizeReduction,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,ShapesAll,Phoneme,Cricket_Y,Adiac,Cricket_Z,Cricket_X,50words,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,InlineSkate,SwedishLeaf,Plane,uWaveGestureLibrary_X,FaceAll,uWaveGestureLibrary_Y,WordsSynonyms,MedicalImages,Two_Patterns,DistalPhalanxTW,Trace,FaceFour,Symbols,synthetic_control,Worms,CinC_ECG_torso,MiddlePhalanxTW,SmallKitchenAppliances,OSULeaf,Lighting7,ProximalPhalanxTW,LargeKitchenAppliances,FacesUCR,ScreenType,FISH,TwoLeadECG,FordB,SonyAIBORobotSurface,ECG200,FordA,DistalPhalanxOutlineAgeGroup,ECGFiveDays,ECG5000,ItalyPowerDemand,MoteStrain,ToeSegmentation1,SonyAIBORobotSurfaceII,RefrigerationDevices,ToeSegmentation2,MiddlePhalanxOutlineAgeGroup,Computers,ChlorineConcentration,MALLAT,ProximalPhalanxOutlineAgeGroup,yoga,ShapeletSim,CBF,DistalPhalanxOutlineCorrect,BeetleFly,BirdChicken,Ham,Earthquakes,Car,MiddlePhalanxOutlineCorrect,Lighting2,wafer,Herring,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Gun_Point,Haptics,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
DistalPhalanxOutlineAgeGroup,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Z,Cricket_Y,FaceAll,Cricket_X,uWaveGestureLibrary_Z,MALLAT,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,SwedishLeaf,MedicalImages,InsectWingbeatSound,uWaveGestureLibrary_X,synthetic_control,MiddlePhalanxTW,DistalPhalanxTW,InlineSkate,Beef,ProximalPhalanxTW,NonInvasiveFatalECG_Thorax2,Lighting7,Worms,Trace,NonInvasiveFatalECG_Thorax1,OSULeaf,OliveOil,Two_Patterns,ECG5000,Symbols,CinC_ECG_torso,Meat,ArrowHead,MiddlePhalanxOutlineAgeGroup,Car,SmallKitchenAppliances,Plane,ProximalPhalanxOutlineAgeGroup,FISH,DiatomSizeReduction,SonyAIBORobotSurface,WormsTwoClass,LargeKitchenAppliances,ECG200,ShapeletSim,DistalPhalanxOutlineCorrect,Strawberry,Coffee,wafer,CBF,Wine,MiddlePhalanxOutlineCorrect,yoga,Gun_Point,FordB,TwoLeadECG,ToeSegmentation2,ScreenType,RefrigerationDevices,BirdChicken,FordA,ChlorineConcentration,SonyAIBORobotSurfaceII,MoteStrain,PhalangesOutlinesCorrect,ToeSegmentation1,HandOutlines,BeetleFly,ProximalPhalanxOutlineCorrect,ECGFiveDays,ItalyPowerDemand,Lighting2,Computers,Ham,FaceFour,Earthquakes,Herring,Haptics
DistalPhalanxOutlineCorrect,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FacesUCR,Cricket_Y,Cricket_Z,FaceAll,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,MALLAT,uWaveGestureLibrary_Y,SwedishLeaf,MiddlePhalanxTW,uWaveGestureLibrary_X,InlineSkate,synthetic_control,ProximalPhalanxTW,DistalPhalanxTW,Beef,NonInvasiveFatalECG_Thorax2,InsectWingbeatSound,Worms,MedicalImages,Trace,Lighting7,NonInvasiveFatalECG_Thorax1,Two_Patterns,OSULeaf,CinC_ECG_torso,OliveOil,ECG5000,Symbols,Meat,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,SmallKitchenAppliances,ArrowHead,ProximalPhalanxOutlineAgeGroup,Car,Plane,LargeKitchenAppliances,FISH,DiatomSizeReduction,WormsTwoClass,SonyAIBORobotSurface,ECG200,MiddlePhalanxOutlineCorrect,FordB,Coffee,TwoLeadECG,Wine,ShapeletSim,Strawberry,PhalangesOutlinesCorrect,wafer,FordA,HandOutlines,ToeSegmentation2,ProximalPhalanxOutlineCorrect,Gun_Point,yoga,ToeSegmentation1,CBF,ScreenType,RefrigerationDevices,BirdChicken,ECGFiveDays,BeetleFly,SonyAIBORobotSurfaceII,ItalyPowerDemand,MoteStrain,Lighting2,ChlorineConcentration,Computers,FaceFour,Herring,Earthquakes,Ham,Haptics
DistalPhalanxTW,ShapesAll,50words,Phoneme,WordsSynonyms,Adiac,FacesUCR,Cricket_Z,FaceAll,Cricket_Y,Cricket_X,MedicalImages,uWaveGestureLibrary_Z,MALLAT,InsectWingbeatSound,SwedishLeaf,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,synthetic_control,Lighting7,Beef,MiddlePhalanxTW,NonInvasiveFatalECG_Thorax2,InlineSkate,Worms,Trace,ProximalPhalanxTW,OSULeaf,NonInvasiveFatalECG_Thorax1,OliveOil,Symbols,ECG5000,Two_Patterns,CinC_ECG_torso,Meat,Car,ArrowHead,DistalPhalanxOutlineAgeGroup,FISH,Plane,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,DiatomSizeReduction,ChlorineConcentration,CBF,SonyAIBORobotSurface,ShapeletSim,ProximalPhalanxOutlineAgeGroup,ECG200,yoga,WormsTwoClass,Gun_Point,wafer,SonyAIBORobotSurfaceII,Coffee,RefrigerationDevices,DistalPhalanxOutlineCorrect,Lighting2,Wine,ScreenType,LargeKitchenAppliances,FordB,Strawberry,TwoLeadECG,BirdChicken,MoteStrain,MiddlePhalanxOutlineCorrect,ToeSegmentation2,BeetleFly,ToeSegmentation1,Ham,HandOutlines,FordA,ItalyPowerDemand,ECGFiveDays,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Computers,Earthquakes,FaceFour,Herring,Haptics
ECG200,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,InsectWingbeatSound,FaceAll,Cricket_X,Cricket_Z,MedicalImages,Cricket_Y,uWaveGestureLibrary_X,SwedishLeaf,Lighting7,uWaveGestureLibrary_Y,FacesUCR,MiddlePhalanxTW,ProximalPhalanxTW,InlineSkate,MALLAT,DistalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,synthetic_control,OSULeaf,Symbols,MiddlePhalanxOutlineAgeGroup,Trace,ChlorineConcentration,NonInvasiveFatalECG_Thorax2,ScreenType,DistalPhalanxOutlineAgeGroup,Car,ProximalPhalanxOutlineAgeGroup,CBF,CinC_ECG_torso,Worms,DiatomSizeReduction,OliveOil,ECG5000,FISH,LargeKitchenAppliances,NonInvasiveFatalECG_Thorax1,RefrigerationDevices,Two_Patterns,SmallKitchenAppliances,DistalPhalanxOutlineCorrect,Ham,Plane,Computers,MiddlePhalanxOutlineCorrect,Lighting2,yoga,MoteStrain,ToeSegmentation1,PhalangesOutlinesCorrect,ShapeletSim,ProximalPhalanxOutlineCorrect,ToeSegmentation2,ItalyPowerDemand,ECGFiveDays,BirdChicken,SonyAIBORobotSurfaceII,wafer,Earthquakes,FordA,Gun_Point,BeetleFly,Meat,Strawberry,Beef,WormsTwoClass,TwoLeadECG,FordB,SonyAIBORobotSurface,Herring,Haptics,FaceFour,ArrowHead,Coffee,Wine,HandOutlines
ECG5000,50words,ShapesAll,Phoneme,WordsSynonyms,FaceAll,Adiac,FacesUCR,Cricket_X,MedicalImages,InsectWingbeatSound,Cricket_Y,MALLAT,Cricket_Z,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ProximalPhalanxTW,MiddlePhalanxTW,InlineSkate,DistalPhalanxTW,Beef,synthetic_control,OliveOil,Worms,SwedishLeaf,CinC_ECG_torso,Meat,Haptics,CBF,ArrowHead,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,Symbols,Two_Patterns,Trace,DistalPhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax2,ScreenType,OSULeaf,LargeKitchenAppliances,Strawberry,Gun_Point,WormsTwoClass,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,SmallKitchenAppliances,Lighting2,NonInvasiveFatalECG_Thorax1,Wine,Coffee,RefrigerationDevices,HandOutlines,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,wafer,SonyAIBORobotSurfaceII,Computers,Car,ItalyPowerDemand,ECGFiveDays,MoteStrain,FordA,Plane,DiatomSizeReduction,SonyAIBORobotSurface,FISH,ECG200,ToeSegmentation1,FordB,TwoLeadECG,ToeSegmentation2,ShapeletSim,yoga,Earthquakes,BirdChicken,BeetleFly,FaceFour,Herring
ECGFiveDays,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FaceAll,Cricket_X,Cricket_Z,FacesUCR,Cricket_Y,MedicalImages,InsectWingbeatSound,MALLAT,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,SwedishLeaf,uWaveGestureLibrary_X,synthetic_control,UWaveGestureLibraryAll,MiddlePhalanxTW,ProximalPhalanxTW,NonInvasiveFatalECG_Thorax2,Trace,DistalPhalanxTW,Worms,OliveOil,InlineSkate,NonInvasiveFatalECG_Thorax1,OSULeaf,Beef,Symbols,ChlorineConcentration,CBF,ECG5000,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Meat,CinC_ECG_torso,Car,DistalPhalanxOutlineAgeGroup,Plane,FISH,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,Gun_Point,ShapeletSim,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,Two_Patterns,Strawberry,SmallKitchenAppliances,SonyAIBORobotSurface,WormsTwoClass,RefrigerationDevices,Ham,wafer,MoteStrain,ArrowHead,yoga,ECG200,DistalPhalanxOutlineCorrect,BirdChicken,BeetleFly,ScreenType,LargeKitchenAppliances,ToeSegmentation1,ToeSegmentation2,Computers,FordB,TwoLeadECG,Coffee,Wine,Earthquakes,ItalyPowerDemand,FordA,HandOutlines,FaceFour,Herring,Haptics
Earthquakes,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,50words,Adiac,ShapesAll,WordsSynonyms,Cricket_Y,Cricket_Z,Cricket_X,uWaveGestureLibrary_Z,FaceAll,UWaveGestureLibraryAll,InsectWingbeatSound,uWaveGestureLibrary_X,SwedishLeaf,FacesUCR,uWaveGestureLibrary_Y,InlineSkate,MedicalImages,Plane,synthetic_control,Trace,DistalPhalanxTW,Worms,Two_Patterns,MALLAT,Lighting7,OSULeaf,Symbols,ProximalPhalanxTW,CinC_ECG_torso,FaceFour,MiddlePhalanxTW,SmallKitchenAppliances,LargeKitchenAppliances,ECG5000,Car,ScreenType,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,DiatomSizeReduction,FISH,DistalPhalanxOutlineAgeGroup,FordA,ToeSegmentation2,RefrigerationDevices,ToeSegmentation1,OliveOil,ShapeletSim,yoga,Beef,MoteStrain,ECGFiveDays,ItalyPowerDemand,ChlorineConcentration,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Computers,Haptics,wafer,DistalPhalanxOutlineCorrect,Meat,Lighting2,PhalangesOutlinesCorrect,MiddlePhalanxOutlineCorrect,Ham,ProximalPhalanxOutlineCorrect,ArrowHead,BeetleFly,Gun_Point,Strawberry,WormsTwoClass,HandOutlines,BirdChicken,Coffee,Wine,Herring
FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,ShapesAll,Phoneme,Adiac,Cricket_Z,Cricket_Y,Cricket_X,uWaveGestureLibrary_Z,50words,UWaveGestureLibraryAll,InsectWingbeatSound,uWaveGestureLibrary_X,InlineSkate,Plane,uWaveGestureLibrary_Y,FaceAll,SwedishLeaf,WordsSynonyms,Trace,synthetic_control,MedicalImages,Two_Patterns,DistalPhalanxTW,FaceFour,Worms,OSULeaf,Symbols,SmallKitchenAppliances,CinC_ECG_torso,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,FacesUCR,LargeKitchenAppliances,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ScreenType,FordA,ToeSegmentation1,yoga,ToeSegmentation2,MoteStrain,DistalPhalanxOutlineAgeGroup,ShapeletSim,ECGFiveDays,ECG5000,Car,SonyAIBORobotSurfaceII,ItalyPowerDemand,BirdChicken,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,MALLAT,DiatomSizeReduction,Computers,BeetleFly,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineCorrect,wafer,Ham,MiddlePhalanxOutlineCorrect,Lighting2,Earthquakes,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Haptics,Gun_Point,Herring,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
FaceAll,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,Cricket_Z,Cricket_Y,Cricket_X,SwedishLeaf,InsectWingbeatSound,uWaveGestureLibrary_Z,MedicalImages,UWaveGestureLibraryAll,NonInvasiveFatalECG_Thorax2,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax1,InlineSkate,synthetic_control,MALLAT,Beef,Lighting7,Worms,DistalPhalanxTW,Trace,OSULeaf,MiddlePhalanxTW,ProximalPhalanxTW,Symbols,Two_Patterns,ECG5000,CinC_ECG_torso,Car,Plane,FISH,ArrowHead,SmallKitchenAppliances,DiatomSizeReduction,Meat,OliveOil,LargeKitchenAppliances,DistalPhalanxOutlineAgeGroup,ScreenType,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ShapeletSim,SonyAIBORobotSurface,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,CBF,ECG200,yoga,Coffee,Wine,HandOutlines,ToeSegmentation2,FordB,TwoLeadECG,FordA,ToeSegmentation1,SonyAIBORobotSurfaceII,MoteStrain,BirdChicken,ECGFiveDays,ItalyPowerDemand,wafer,BeetleFly,Computers,Ham,WormsTwoClass,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Lighting2,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Gun_Point,Strawberry,FaceFour,Earthquakes,Herring,Haptics,FacesUCR
FaceFour,ShapesAll,Adiac,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,Phoneme,SwedishLeaf,Cricket_Z,Cricket_Y,Cricket_X,50words,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,FISH,InsectWingbeatSound,uWaveGestureLibrary_X,InlineSkate,OSULeaf,Symbols,uWaveGestureLibrary_Y,FaceAll,WordsSynonyms,synthetic_control,Trace,MedicalImages,DiatomSizeReduction,Car,Two_Patterns,DistalPhalanxTW,Worms,Plane,FacesUCR,SmallKitchenAppliances,CinC_ECG_torso,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,LargeKitchenAppliances,RefrigerationDevices,ScreenType,yoga,BeetleFly,BirdChicken,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ShapeletSim,Herring,ToeSegmentation2,ToeSegmentation1,FordA,DistalPhalanxOutlineAgeGroup,MoteStrain,ECGFiveDays,ECG5000,ItalyPowerDemand,SonyAIBORobotSurfaceII,Earthquakes,MiddlePhalanxOutlineAgeGroup,Computers,MALLAT,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,wafer,DistalPhalanxOutlineCorrect,Haptics,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
FacesUCR,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Cricket_Z,Cricket_Y,Cricket_X,SwedishLeaf,InsectWingbeatSound,MedicalImages,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InlineSkate,uWaveGestureLibrary_Y,MALLAT,Lighting7,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,Symbols,OSULeaf,FISH,Plane,Worms,Trace,Two_Patterns,CinC_ECG_torso,ECG5000,Car,DiatomSizeReduction,OliveOil,SmallKitchenAppliances,LargeKitchenAppliances,ScreenType,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,RefrigerationDevices,CBF,FaceFour,Beef,SonyAIBORobotSurface,ECG200,ShapeletSim,FordA,FordB,TwoLeadECG,ECGFiveDays,SonyAIBORobotSurfaceII,ItalyPowerDemand,ToeSegmentation2,ToeSegmentation1,MoteStrain,yoga,Computers,Ham,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,BirdChicken,Lighting2,BeetleFly,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Earthquakes,Gun_Point,Strawberry,ArrowHead,Herring,HandOutlines,Meat,WormsTwoClass,Haptics,Wine,Coffee,FaceAll
FordA,50words,ShapesAll,WordsSynonyms,Phoneme,Adiac,FaceAll,Cricket_X,Cricket_Z,MedicalImages,InsectWingbeatSound,FacesUCR,Cricket_Y,MALLAT,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,SwedishLeaf,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,NonInvasiveFatalECG_Thorax2,Trace,OliveOil,DistalPhalanxTW,NonInvasiveFatalECG_Thorax1,Worms,InlineSkate,ChlorineConcentration,OSULeaf,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Symbols,Beef,ECG5000,DistalPhalanxOutlineAgeGroup,Car,Meat,CinC_ECG_torso,Plane,PhalangesOutlinesCorrect,FISH,Lighting2,DiatomSizeReduction,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ScreenType,Ham,Gun_Point,DistalPhalanxOutlineCorrect,MoteStrain,Strawberry,RefrigerationDevices,wafer,SonyAIBORobotSurface,WormsTwoClass,yoga,BirdChicken,SmallKitchenAppliances,Computers,ECG200,BeetleFly,ToeSegmentation1,ArrowHead,Earthquakes,ToeSegmentation2,ItalyPowerDemand,Two_Patterns,Coffee,LargeKitchenAppliances,ECGFiveDays,Wine,TwoLeadECG,FaceFour,Herring,Haptics,HandOutlines,FordB,ShapeletSim
