,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Coffee,50words,WordsSynonyms,Phoneme,FaceAll,FacesUCR,MALLAT,MedicalImages,Lighting7,OliveOil,ShapesAll,InsectWingbeatSound,ProximalPhalanxTW,Cricket_X,MiddlePhalanxTW,uWaveGestureLibrary_Y,Meat,DistalPhalanxTW,Strawberry,Cricket_Y,WormsTwoClass,Worms,ECG5000,Gun_Point,CBF,uWaveGestureLibrary_X,HandOutlines,ProximalPhalanxOutlineAgeGroup,Cricket_Z,synthetic_control,CinC_ECG_torso,ChlorineConcentration,ProximalPhalanxOutlineCorrect,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_Z,InlineSkate,wafer,Lighting2,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,Beef,Ham,DistalPhalanxOutlineCorrect,ScreenType,ArrowHead,RefrigerationDevices,Symbols,LargeKitchenAppliances,Computers,SonyAIBORobotSurfaceII,Two_Patterns,ItalyPowerDemand,ECGFiveDays,Earthquakes,MoteStrain,SmallKitchenAppliances,FordA,ToeSegmentation1,Adiac,Trace,TwoLeadECG,FordB,ToeSegmentation2,ECG200,SonyAIBORobotSurface,Wine,OSULeaf,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
Computers,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,Cricket_X,MedicalImages,Cricket_Y,InlineSkate,Lighting7,uWaveGestureLibrary_X,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ProximalPhalanxTW,MiddlePhalanxTW,MALLAT,DistalPhalanxTW,uWaveGestureLibrary_Y,Two_Patterns,FacesUCR,ChlorineConcentration,CinC_ECG_torso,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Symbols,ProximalPhalanxOutlineAgeGroup,CBF,Worms,ECG5000,OliveOil,FordA,Lighting2,MiddlePhalanxOutlineCorrect,PhalangesOutlinesCorrect,ItalyPowerDemand,ECGFiveDays,Ham,synthetic_control,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,Gun_Point,SonyAIBORobotSurface,ECG200,ToeSegmentation2,MoteStrain,ToeSegmentation1,Trace,Earthquakes,OSULeaf,Strawberry,Adiac,Meat,WormsTwoClass,Beef,wafer,ShapeletSim,ArrowHead,BeetleFly,BirdChicken,SwedishLeaf,Coffee,yoga,Wine,Car,DiatomSizeReduction,Plane,HandOutlines,FISH,Haptics,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,ScreenType,LargeKitchenAppliances,RefrigerationDevices,SmallKitchenAppliances
Cricket_X,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,InsectWingbeatSound,uWaveGestureLibrary_Z,FaceAll,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,MedicalImages,uWaveGestureLibrary_Y,Two_Patterns,DistalPhalanxTW,SwedishLeaf,Lighting7,ProximalPhalanxTW,CinC_ECG_torso,MiddlePhalanxTW,Symbols,FacesUCR,synthetic_control,MALLAT,OSULeaf,Worms,LargeKitchenAppliances,FordB,TwoLeadECG,SmallKitchenAppliances,ScreenType,SonyAIBORobotSurface,Car,ECG200,ECG5000,FordA,DistalPhalanxOutlineAgeGroup,DiatomSizeReduction,ToeSegmentation2,ItalyPowerDemand,ECGFiveDays,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,yoga,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,Computers,ToeSegmentation1,CBF,OliveOil,Trace,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,ShapeletSim,Ham,FISH,wafer,MoteStrain,MiddlePhalanxOutlineCorrect,Lighting2,Plane,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,BirdChicken,Gun_Point,Earthquakes,Strawberry,BeetleFly,Meat,Haptics,WormsTwoClass,Beef,Herring,ArrowHead,Coffee,Wine,HandOutlines,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Cricket_Z,Cricket_Y
Cricket_Y,ShapesAll,Phoneme,Adiac,50words,InsectWingbeatSound,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,FaceAll,WordsSynonyms,uWaveGestureLibrary_X,MedicalImages,uWaveGestureLibrary_Y,DistalPhalanxTW,Two_Patterns,MiddlePhalanxTW,synthetic_control,Lighting7,ProximalPhalanxTW,CinC_ECG_torso,Symbols,FacesUCR,Worms,LargeKitchenAppliances,SwedishLeaf,SmallKitchenAppliances,ScreenType,OSULeaf,Trace,TwoLeadECG,FordA,ECG5000,FordB,DistalPhalanxOutlineAgeGroup,MALLAT,SonyAIBORobotSurface,ECGFiveDays,ItalyPowerDemand,ToeSegmentation2,ECG200,MiddlePhalanxOutlineAgeGroup,ToeSegmentation1,Computers,RefrigerationDevices,yoga,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,Car,CBF,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,DiatomSizeReduction,MoteStrain,ShapeletSim,Ham,MiddlePhalanxOutlineCorrect,wafer,BirdChicken,OliveOil,Lighting2,Plane,PhalangesOutlinesCorrect,Earthquakes,ProximalPhalanxOutlineCorrect,BeetleFly,FISH,Gun_Point,Beef,Meat,Strawberry,Haptics,ArrowHead,WormsTwoClass,Herring,Coffee,Wine,HandOutlines,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Cricket_X,Cricket_Z
Cricket_Z,ShapesAll,Adiac,Phoneme,50words,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,InsectWingbeatSound,InlineSkate,uWaveGestureLibrary_X,FaceAll,WordsSynonyms,uWaveGestureLibrary_Y,OSULeaf,Two_Patterns,synthetic_control,Symbols,DistalPhalanxTW,MedicalImages,Car,Worms,CinC_ECG_torso,DiatomSizeReduction,SonyAIBORobotSurface,Trace,LargeKitchenAppliances,Lighting7,SmallKitchenAppliances,ProximalPhalanxTW,ECG200,MiddlePhalanxTW,FordB,TwoLeadECG,FISH,FacesUCR,ScreenType,FordA,ShapeletSim,ToeSegmentation2,yoga,RefrigerationDevices,ECGFiveDays,ECG5000,ItalyPowerDemand,DistalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,ToeSegmentation1,MALLAT,Plane,BirdChicken,Computers,MiddlePhalanxOutlineAgeGroup,MoteStrain,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,BeetleFly,CBF,DistalPhalanxOutlineCorrect,wafer,Earthquakes,Ham,MiddlePhalanxOutlineCorrect,Haptics,OliveOil,Lighting2,Herring,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Meat,NonInvasiveFatalECG_Thorax2,WormsTwoClass,Beef,FaceFour,ArrowHead,NonInvasiveFatalECG_Thorax1,Coffee,Wine,HandOutlines,Cricket_X,Cricket_Y
DiatomSizeReduction,ShapesAll,Adiac,Phoneme,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,SwedishLeaf,Cricket_Z,Cricket_Y,Plane,Cricket_X,uWaveGestureLibrary_Z,FISH,UWaveGestureLibraryAll,OSULeaf,Trace,synthetic_control,uWaveGestureLibrary_Y,FaceFour,Symbols,uWaveGestureLibrary_X,Car,Worms,InlineSkate,yoga,Two_Patterns,SmallKitchenAppliances,BirdChicken,ShapeletSim,BeetleFly,SonyAIBORobotSurface,ECG200,ToeSegmentation2,FacesUCR,Herring,ToeSegmentation1,FordB,TwoLeadECG,CinC_ECG_torso,MoteStrain,wafer,InsectWingbeatSound,SonyAIBORobotSurfaceII,DistalPhalanxTW,Earthquakes,LargeKitchenAppliances,FaceAll,RefrigerationDevices,FordA,Haptics,ECGFiveDays,ItalyPowerDemand,ECG5000,ScreenType,MedicalImages,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Computers,MiddlePhalanxTW,Lighting7,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,50words,WordsSynonyms,CBF,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MALLAT,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
DistalPhalanxOutlineAgeGroup,50words,Phoneme,WordsSynonyms,FaceAll,ShapesAll,InsectWingbeatSound,MedicalImages,Cricket_X,MALLAT,Cricket_Y,uWaveGestureLibrary_X,Lighting7,InlineSkate,UWaveGestureLibraryAll,Cricket_Z,uWaveGestureLibrary_Z,FacesUCR,uWaveGestureLibrary_Y,Two_Patterns,OliveOil,CinC_ECG_torso,ScreenType,ChlorineConcentration,ECG5000,LargeKitchenAppliances,Worms,CBF,Symbols,Lighting2,SmallKitchenAppliances,ItalyPowerDemand,Ham,ECGFiveDays,DistalPhalanxTW,synthetic_control,RefrigerationDevices,FordA,Computers,Gun_Point,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,MiddlePhalanxTW,Strawberry,SonyAIBORobotSurface,ECG200,MoteStrain,ToeSegmentation2,Trace,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,Meat,WormsTwoClass,ToeSegmentation1,Earthquakes,OSULeaf,Beef,wafer,MiddlePhalanxOutlineCorrect,Adiac,PhalangesOutlinesCorrect,ProximalPhalanxTW,ArrowHead,ProximalPhalanxOutlineAgeGroup,ShapeletSim,Coffee,Wine,ProximalPhalanxOutlineCorrect,BeetleFly,BirdChicken,SwedishLeaf,yoga,HandOutlines,Car,Plane,DiatomSizeReduction,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
DistalPhalanxOutlineCorrect,50words,WordsSynonyms,Phoneme,FaceAll,InsectWingbeatSound,ShapesAll,Cricket_X,MedicalImages,MALLAT,uWaveGestureLibrary_X,Cricket_Y,InlineSkate,Lighting7,UWaveGestureLibraryAll,FacesUCR,Cricket_Z,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,CinC_ECG_torso,OliveOil,LargeKitchenAppliances,Two_Patterns,ScreenType,CBF,ECG5000,ChlorineConcentration,Symbols,Worms,SmallKitchenAppliances,ECGFiveDays,Lighting2,FordA,RefrigerationDevices,Computers,Gun_Point,synthetic_control,ItalyPowerDemand,MiddlePhalanxTW,Ham,DistalPhalanxTW,Strawberry,DistalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,ToeSegmentation1,SonyAIBORobotSurfaceII,ToeSegmentation2,MiddlePhalanxOutlineAgeGroup,Meat,ECG200,WormsTwoClass,Earthquakes,SonyAIBORobotSurface,MoteStrain,Beef,Trace,MiddlePhalanxOutlineCorrect,wafer,OSULeaf,Adiac,ProximalPhalanxTW,PhalangesOutlinesCorrect,ArrowHead,ProximalPhalanxOutlineAgeGroup,Coffee,Wine,ShapeletSim,ProximalPhalanxOutlineCorrect,BeetleFly,BirdChicken,SwedishLeaf,HandOutlines,yoga,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
DistalPhalanxTW,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,InsectWingbeatSound,MedicalImages,Cricket_X,Cricket_Y,Lighting7,uWaveGestureLibrary_X,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,MALLAT,InlineSkate,FacesUCR,uWaveGestureLibrary_Y,Two_Patterns,ChlorineConcentration,CinC_ECG_torso,ScreenType,OliveOil,Worms,CBF,Symbols,synthetic_control,ECG5000,Lighting2,LargeKitchenAppliances,Ham,SmallKitchenAppliances,RefrigerationDevices,ECGFiveDays,ItalyPowerDemand,Computers,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,FordA,SonyAIBORobotSurface,Gun_Point,ECG200,Trace,MoteStrain,Meat,Beef,DistalPhalanxOutlineAgeGroup,ToeSegmentation1,OSULeaf,ToeSegmentation2,WormsTwoClass,Earthquakes,Adiac,Strawberry,MiddlePhalanxTW,wafer,DistalPhalanxOutlineCorrect,ArrowHead,MiddlePhalanxOutlineAgeGroup,ShapeletSim,Coffee,Wine,ProximalPhalanxTW,BeetleFly,MiddlePhalanxOutlineCorrect,BirdChicken,SwedishLeaf,yoga,PhalangesOutlinesCorrect,ProximalPhalanxOutlineAgeGroup,HandOutlines,ProximalPhalanxOutlineCorrect,Car,DiatomSizeReduction,Plane,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
ECG200,ShapesAll,Phoneme,Cricket_Y,Cricket_Z,Cricket_X,InsectWingbeatSound,InlineSkate,uWaveGestureLibrary_X,FaceAll,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,50words,DistalPhalanxTW,MedicalImages,Adiac,Trace,Two_Patterns,WordsSynonyms,MiddlePhalanxTW,synthetic_control,LargeKitchenAppliances,ProximalPhalanxTW,SmallKitchenAppliances,ScreenType,CinC_ECG_torso,Lighting7,Worms,Symbols,FacesUCR,DistalPhalanxOutlineAgeGroup,FordA,MoteStrain,ECG5000,ECGFiveDays,ItalyPowerDemand,Computers,ToeSegmentation1,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurface,TwoLeadECG,ToeSegmentation2,RefrigerationDevices,FordB,ProximalPhalanxOutlineAgeGroup,ShapeletSim,ChlorineConcentration,DistalPhalanxOutlineCorrect,OSULeaf,SonyAIBORobotSurfaceII,CBF,yoga,Ham,BirdChicken,SwedishLeaf,BeetleFly,MiddlePhalanxOutlineCorrect,MALLAT,Earthquakes,wafer,Lighting2,Car,Plane,PhalangesOutlinesCorrect,DiatomSizeReduction,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,Haptics,FISH,WormsTwoClass,Meat,Herring,Beef,NonInvasiveFatalECG_Thorax2,ArrowHead,NonInvasiveFatalECG_Thorax1,FaceFour,Coffee,Wine,HandOutlines
ECG5000,50words,WordsSynonyms,Phoneme,FacesUCR,FaceAll,MALLAT,Beef,MedicalImages,Lighting7,ShapesAll,ArrowHead,Meat,InsectWingbeatSound,OliveOil,uWaveGestureLibrary_Y,Cricket_X,ProximalPhalanxTW,MiddlePhalanxTW,Cricket_Y,Wine,Coffee,HandOutlines,WormsTwoClass,Worms,Haptics,DistalPhalanxTW,Strawberry,uWaveGestureLibrary_X,synthetic_control,CBF,Cricket_Z,Gun_Point,ProximalPhalanxOutlineAgeGroup,UWaveGestureLibraryAll,CinC_ECG_torso,uWaveGestureLibrary_Z,ChlorineConcentration,InlineSkate,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,wafer,DistalPhalanxOutlineAgeGroup,Lighting2,MiddlePhalanxOutlineCorrect,Ham,ScreenType,DistalPhalanxOutlineCorrect,RefrigerationDevices,LargeKitchenAppliances,Symbols,Computers,Two_Patterns,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,Earthquakes,SmallKitchenAppliances,MoteStrain,FordA,Trace,ToeSegmentation1,SonyAIBORobotSurface,FordB,TwoLeadECG,ECG200,Adiac,ToeSegmentation2,OSULeaf,ShapeletSim,BeetleFly,BirdChicken,SwedishLeaf,yoga,Car,DiatomSizeReduction,Plane,FISH,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
ECGFiveDays,Phoneme,50words,ShapesAll,InsectWingbeatSound,WordsSynonyms,FaceAll,MedicalImages,Cricket_X,Cricket_Y,InlineSkate,uWaveGestureLibrary_X,Cricket_Z,uWaveGestureLibrary_Z,MiddlePhalanxTW,Lighting7,DistalPhalanxTW,UWaveGestureLibraryAll,ProximalPhalanxTW,uWaveGestureLibrary_Y,MiddlePhalanxOutlineAgeGroup,MALLAT,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,LargeKitchenAppliances,Symbols,FacesUCR,ProximalPhalanxOutlineAgeGroup,Two_Patterns,ScreenType,CBF,Worms,synthetic_control,Computers,DistalPhalanxOutlineCorrect,Ham,ECG5000,RefrigerationDevices,MiddlePhalanxOutlineCorrect,Trace,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,Lighting2,SmallKitchenAppliances,ECG200,FordB,FordA,TwoLeadECG,ItalyPowerDemand,MoteStrain,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Earthquakes,ToeSegmentation1,OSULeaf,ToeSegmentation2,Gun_Point,Adiac,ShapeletSim,Strawberry,BeetleFly,BirdChicken,wafer,WormsTwoClass,Meat,yoga,SwedishLeaf,Beef,Car,ArrowHead,Plane,DiatomSizeReduction,Coffee,Wine,HandOutlines,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour
Earthquakes,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,Phoneme,Cricket_Z,50words,Cricket_Y,SwedishLeaf,Cricket_X,Plane,WordsSynonyms,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,synthetic_control,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,Trace,OSULeaf,FaceFour,FaceAll,InlineSkate,InsectWingbeatSound,FacesUCR,Worms,Car,DiatomSizeReduction,MedicalImages,yoga,SmallKitchenAppliances,Two_Patterns,Symbols,ShapeletSim,DistalPhalanxTW,CinC_ECG_torso,Lighting7,ToeSegmentation1,FISH,ToeSegmentation2,MALLAT,ProximalPhalanxTW,SonyAIBORobotSurface,LargeKitchenAppliances,ECG200,MoteStrain,RefrigerationDevices,ScreenType,wafer,MiddlePhalanxTW,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,FordA,DistalPhalanxOutlineAgeGroup,ECGFiveDays,ECG5000,ChlorineConcentration,ItalyPowerDemand,OliveOil,MiddlePhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,Lighting2,Computers,Haptics,ProximalPhalanxOutlineCorrect,CBF,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Ham,Gun_Point,Strawberry,Meat,Beef,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,ShapesAll,BeetleFly,BirdChicken,Herring
FISH,ShapesAll,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,SwedishLeaf,Cricket_Z,Plane,Cricket_Y,OSULeaf,Cricket_X,synthetic_control,FaceFour,Trace,uWaveGestureLibrary_Z,Car,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,DiatomSizeReduction,yoga,uWaveGestureLibrary_X,Worms,BirdChicken,Symbols,ShapeletSim,BeetleFly,SmallKitchenAppliances,ToeSegmentation2,InlineSkate,ToeSegmentation1,FacesUCR,Two_Patterns,wafer,SonyAIBORobotSurface,ECG200,MoteStrain,Haptics,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,CinC_ECG_torso,Herring,RefrigerationDevices,InsectWingbeatSound,DistalPhalanxTW,FordA,LargeKitchenAppliances,FaceAll,Earthquakes,ECGFiveDays,ItalyPowerDemand,ECG5000,ScreenType,MedicalImages,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Computers,MiddlePhalanxTW,Lighting7,DistalPhalanxOutlineCorrect,50words,MiddlePhalanxOutlineAgeGroup,WordsSynonyms,ProximalPhalanxOutlineAgeGroup,CBF,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MALLAT,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
FaceAll,50words,WordsSynonyms,Phoneme,ShapesAll,MedicalImages,InsectWingbeatSound,Cricket_X,MALLAT,Lighting7,MiddlePhalanxTW,Cricket_Y,ProximalPhalanxTW,uWaveGestureLibrary_X,Cricket_Z,InlineSkate,DistalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,OliveOil,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,CinC_ECG_torso,DistalPhalanxOutlineAgeGroup,ECG5000,Two_Patterns,synthetic_control,Beef,ScreenType,Worms,Meat,LargeKitchenAppliances,Lighting2,Ham,MiddlePhalanxOutlineCorrect,Symbols,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,DistalPhalanxOutlineCorrect,RefrigerationDevices,Gun_Point,Computers,SmallKitchenAppliances,ECGFiveDays,ItalyPowerDemand,FordA,Strawberry,WormsTwoClass,SonyAIBORobotSurfaceII,ArrowHead,FordB,TwoLeadECG,MoteStrain,Earthquakes,Adiac,ECG200,ToeSegmentation1,Coffee,ToeSegmentation2,Trace,SonyAIBORobotSurface,Wine,wafer,OSULeaf,HandOutlines,ShapeletSim,SwedishLeaf,BeetleFly,yoga,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,Haptics,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,FacesUCR
FaceFour,ShapesAll,NonInvasiveFatalECG_Thorax2,Adiac,NonInvasiveFatalECG_Thorax1,SwedishLeaf,Phoneme,FISH,OSULeaf,Symbols,Plane,DiatomSizeReduction,Car,Cricket_Z,Herring,Cricket_Y,synthetic_control,Cricket_X,BeetleFly,Earthquakes,uWaveGestureLibrary_Z,RefrigerationDevices,UWaveGestureLibraryAll,BirdChicken,Trace,uWaveGestureLibrary_Y,yoga,Haptics,uWaveGestureLibrary_X,ShapeletSim,Worms,InlineSkate,FacesUCR,ToeSegmentation2,Two_Patterns,SmallKitchenAppliances,ToeSegmentation1,wafer,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,MoteStrain,CinC_ECG_torso,InsectWingbeatSound,DistalPhalanxTW,SonyAIBORobotSurfaceII,FaceAll,LargeKitchenAppliances,FordA,ECGFiveDays,ItalyPowerDemand,ECG5000,ScreenType,MedicalImages,ProximalPhalanxTW,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,Computers,Lighting7,DistalPhalanxOutlineCorrect,50words,WordsSynonyms,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MALLAT,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
FacesUCR,50words,NonInvasiveFatalECG_Thorax1,NonInvasiveFatalECG_Thorax2,WordsSynonyms,ShapesAll,Phoneme,Adiac,MALLAT,SwedishLeaf,MedicalImages,InsectWingbeatSound,Cricket_X,Lighting7,OliveOil,Cricket_Y,ProximalPhalanxTW,MiddlePhalanxTW,Cricket_Z,uWaveGestureLibrary_Y,FISH,Plane,Beef,uWaveGestureLibrary_X,DistalPhalanxTW,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,ECG5000,Symbols,Worms,InlineSkate,Strawberry,CBF,synthetic_control,OSULeaf,ProximalPhalanxOutlineAgeGroup,FaceFour,CinC_ECG_torso,ArrowHead,Gun_Point,Meat,ChlorineConcentration,WormsTwoClass,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,DiatomSizeReduction,Lighting2,wafer,RefrigerationDevices,HandOutlines,MiddlePhalanxOutlineCorrect,Coffee,Wine,Car,Ham,ScreenType,Two_Patterns,DistalPhalanxOutlineCorrect,Earthquakes,LargeKitchenAppliances,Herring,Computers,SonyAIBORobotSurfaceII,Trace,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,MoteStrain,FordA,BeetleFly,FordB,SonyAIBORobotSurface,TwoLeadECG,ECG200,ToeSegmentation2,ToeSegmentation1,BirdChicken,ShapeletSim,yoga,Haptics,FaceAll
FordA,Phoneme,ShapesAll,50words,InsectWingbeatSound,WordsSynonyms,FaceAll,Cricket_Y,MedicalImages,Cricket_X,uWaveGestureLibrary_X,Cricket_Z,uWaveGestureLibrary_Z,InlineSkate,MiddlePhalanxTW,Lighting7,UWaveGestureLibraryAll,ProximalPhalanxTW,uWaveGestureLibrary_Y,DistalPhalanxTW,ScreenType,MiddlePhalanxOutlineAgeGroup,Symbols,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,Worms,MALLAT,synthetic_control,ProximalPhalanxOutlineAgeGroup,Trace,CBF,SonyAIBORobotSurface,Computers,FacesUCR,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Two_Patterns,Ham,ECG5000,ECG200,LargeKitchenAppliances,MiddlePhalanxOutlineCorrect,MoteStrain,ItalyPowerDemand,ECGFiveDays,RefrigerationDevices,Lighting2,TwoLeadECG,SmallKitchenAppliances,PhalangesOutlinesCorrect,OSULeaf,Earthquakes,OliveOil,ProximalPhalanxOutlineCorrect,ToeSegmentation1,Adiac,Gun_Point,ToeSegmentation2,BeetleFly,BirdChicken,Strawberry,wafer,WormsTwoClass,yoga,Meat,SwedishLeaf,Beef,Car,DiatomSizeReduction,Plane,ArrowHead,Coffee,Wine,FISH,Haptics,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,HandOutlines,FaceFour,FordB,ShapeletSim
