,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Coffee,50words,WordsSynonyms,Phoneme,FaceAll,ShapesAll,MALLAT,FacesUCR,MedicalImages,InsectWingbeatSound,Cricket_X,Lighting7,ProximalPhalanxTW,MiddlePhalanxTW,OliveOil,Cricket_Y,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,Cricket_Z,DistalPhalanxTW,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Z,Worms,CBF,ECG5000,Meat,ProximalPhalanxOutlineAgeGroup,Strawberry,CinC_ECG_torso,ChlorineConcentration,synthetic_control,Gun_Point,MiddlePhalanxOutlineAgeGroup,WormsTwoClass,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Adiac,Lighting2,HandOutlines,MiddlePhalanxOutlineCorrect,ScreenType,Ham,DistalPhalanxOutlineCorrect,wafer,LargeKitchenAppliances,Two_Patterns,Symbols,RefrigerationDevices,Computers,SonyAIBORobotSurfaceII,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,Trace,FordA,MoteStrain,Beef,Earthquakes,ToeSegmentation1,ArrowHead,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,ToeSegmentation2,OSULeaf,SwedishLeaf,ShapeletSim,yoga,Car,BirdChicken,BeetleFly,DiatomSizeReduction,Plane,Wine,FISH,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1,Herring,FaceFour
Computers,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_X,Cricket_Y,MedicalImages,Cricket_Z,InsectWingbeatSound,uWaveGestureLibrary_Z,MALLAT,FacesUCR,UWaveGestureLibraryAll,Lighting7,uWaveGestureLibrary_X,InlineSkate,ProximalPhalanxTW,uWaveGestureLibrary_Y,MiddlePhalanxTW,Adiac,DistalPhalanxTW,Two_Patterns,Worms,OliveOil,CinC_ECG_torso,synthetic_control,ChlorineConcentration,Symbols,ECG5000,MiddlePhalanxOutlineAgeGroup,CBF,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,Trace,Lighting2,ProximalPhalanxOutlineCorrect,FordA,MiddlePhalanxOutlineCorrect,FordB,TwoLeadECG,Gun_Point,SonyAIBORobotSurface,Ham,ItalyPowerDemand,ECGFiveDays,ECG200,Beef,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Meat,OSULeaf,Strawberry,ToeSegmentation2,WormsTwoClass,MoteStrain,SwedishLeaf,ToeSegmentation1,wafer,ArrowHead,ShapeletSim,Earthquakes,Coffee,yoga,BirdChicken,Car,Wine,BeetleFly,DiatomSizeReduction,Plane,HandOutlines,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour,ScreenType,LargeKitchenAppliances,RefrigerationDevices,SmallKitchenAppliances
Cricket_X,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,FaceAll,InsectWingbeatSound,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,uWaveGestureLibrary_X,MedicalImages,SwedishLeaf,uWaveGestureLibrary_Y,FacesUCR,DistalPhalanxTW,Two_Patterns,Lighting7,MALLAT,ProximalPhalanxTW,MiddlePhalanxTW,Symbols,OSULeaf,synthetic_control,CinC_ECG_torso,Worms,LargeKitchenAppliances,Car,ScreenType,SmallKitchenAppliances,ECG5000,DiatomSizeReduction,FordB,TwoLeadECG,DistalPhalanxOutlineAgeGroup,FISH,FordA,SonyAIBORobotSurface,RefrigerationDevices,ECG200,OliveOil,MiddlePhalanxOutlineAgeGroup,ECGFiveDays,ItalyPowerDemand,Trace,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,ChlorineConcentration,CBF,Computers,ToeSegmentation1,yoga,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,ShapeletSim,MoteStrain,Ham,wafer,Plane,MiddlePhalanxOutlineCorrect,Lighting2,Beef,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,BirdChicken,Gun_Point,Earthquakes,Meat,Strawberry,BeetleFly,WormsTwoClass,ArrowHead,Haptics,Herring,NonInvasiveFatalECG_Thorax2,Coffee,Wine,HandOutlines,NonInvasiveFatalECG_Thorax1,FaceFour,Cricket_Z,Cricket_Y
Cricket_Y,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,InsectWingbeatSound,FaceAll,UWaveGestureLibraryAll,MedicalImages,InlineSkate,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,DistalPhalanxTW,SwedishLeaf,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,FacesUCR,Two_Patterns,synthetic_control,Symbols,MALLAT,CinC_ECG_torso,OSULeaf,Worms,LargeKitchenAppliances,ScreenType,SmallKitchenAppliances,DistalPhalanxOutlineAgeGroup,ECG5000,MiddlePhalanxOutlineAgeGroup,Trace,Car,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,RefrigerationDevices,DiatomSizeReduction,FordA,CBF,ItalyPowerDemand,ECGFiveDays,TwoLeadECG,ToeSegmentation2,FordB,Computers,ToeSegmentation1,SonyAIBORobotSurface,yoga,DistalPhalanxOutlineCorrect,ECG200,OliveOil,FISH,Ham,MoteStrain,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,ShapeletSim,Lighting2,PhalangesOutlinesCorrect,BirdChicken,wafer,ProximalPhalanxOutlineCorrect,Plane,Earthquakes,BeetleFly,Gun_Point,Beef,Strawberry,Meat,Haptics,WormsTwoClass,Herring,ArrowHead,NonInvasiveFatalECG_Thorax2,Coffee,Wine,NonInvasiveFatalECG_Thorax1,HandOutlines,FaceFour,Cricket_X,Cricket_Z
Cricket_Z,ShapesAll,Adiac,Phoneme,50words,SwedishLeaf,WordsSynonyms,InsectWingbeatSound,uWaveGestureLibrary_Z,FaceAll,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_X,MedicalImages,uWaveGestureLibrary_Y,OSULeaf,DistalPhalanxTW,Symbols,Two_Patterns,synthetic_control,Car,FISH,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,FacesUCR,CinC_ECG_torso,DiatomSizeReduction,Worms,LargeKitchenAppliances,ScreenType,MALLAT,SmallKitchenAppliances,Trace,SonyAIBORobotSurface,FordB,TwoLeadECG,ECG200,RefrigerationDevices,DistalPhalanxOutlineAgeGroup,ECG5000,FordA,ECGFiveDays,ItalyPowerDemand,ToeSegmentation2,Plane,MiddlePhalanxOutlineAgeGroup,ShapeletSim,ChlorineConcentration,Computers,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,yoga,ToeSegmentation1,CBF,BirdChicken,MoteStrain,DistalPhalanxOutlineCorrect,BeetleFly,OliveOil,Earthquakes,Ham,MiddlePhalanxOutlineCorrect,Herring,Lighting2,wafer,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Haptics,NonInvasiveFatalECG_Thorax2,Gun_Point,Strawberry,NonInvasiveFatalECG_Thorax1,Meat,Beef,WormsTwoClass,FaceFour,ArrowHead,Coffee,Wine,HandOutlines,Cricket_X,Cricket_Y
DiatomSizeReduction,ShapesAll,NonInvasiveFatalECG_Thorax2,Phoneme,NonInvasiveFatalECG_Thorax1,Adiac,Cricket_Z,Cricket_Y,SwedishLeaf,Plane,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,Trace,uWaveGestureLibrary_X,InlineSkate,FaceFour,synthetic_control,OSULeaf,FISH,Symbols,Two_Patterns,Worms,InsectWingbeatSound,SmallKitchenAppliances,FaceAll,CinC_ECG_torso,SonyAIBORobotSurface,DistalPhalanxTW,ECG200,yoga,FordB,TwoLeadECG,Car,FacesUCR,LargeKitchenAppliances,ShapeletSim,BirdChicken,ToeSegmentation2,BeetleFly,ToeSegmentation1,MoteStrain,FordA,MedicalImages,SonyAIBORobotSurfaceII,ScreenType,ECGFiveDays,ItalyPowerDemand,Herring,RefrigerationDevices,ECG5000,wafer,MiddlePhalanxTW,ProximalPhalanxTW,50words,Earthquakes,Lighting7,DistalPhalanxOutlineAgeGroup,WordsSynonyms,Computers,MiddlePhalanxOutlineAgeGroup,Haptics,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
DistalPhalanxOutlineAgeGroup,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_X,Cricket_Y,InsectWingbeatSound,MALLAT,FacesUCR,Cricket_Z,MedicalImages,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InlineSkate,Lighting7,uWaveGestureLibrary_Y,Adiac,OliveOil,Two_Patterns,CinC_ECG_torso,Worms,synthetic_control,ECG5000,DistalPhalanxTW,MiddlePhalanxTW,Symbols,LargeKitchenAppliances,ScreenType,SmallKitchenAppliances,CBF,ChlorineConcentration,Trace,Beef,Gun_Point,Meat,FordA,Lighting2,ECGFiveDays,ItalyPowerDemand,Strawberry,TwoLeadECG,FordB,SonyAIBORobotSurface,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,ECG200,ProximalPhalanxTW,Ham,Computers,WormsTwoClass,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,OSULeaf,MoteStrain,ToeSegmentation2,MiddlePhalanxOutlineCorrect,wafer,ToeSegmentation1,ArrowHead,SwedishLeaf,ProximalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,ShapeletSim,Coffee,Wine,Earthquakes,yoga,ProximalPhalanxOutlineCorrect,BeetleFly,BirdChicken,Car,DiatomSizeReduction,HandOutlines,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
DistalPhalanxOutlineCorrect,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_Y,Cricket_X,FacesUCR,MALLAT,InsectWingbeatSound,Cricket_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,uWaveGestureLibrary_X,MedicalImages,Lighting7,uWaveGestureLibrary_Y,Two_Patterns,CinC_ECG_torso,OliveOil,Adiac,Worms,MiddlePhalanxTW,LargeKitchenAppliances,ECG5000,synthetic_control,DistalPhalanxTW,SmallKitchenAppliances,Symbols,ScreenType,CBF,Beef,DistalPhalanxOutlineAgeGroup,FordA,Gun_Point,Meat,Trace,MiddlePhalanxOutlineAgeGroup,ECGFiveDays,Strawberry,FordB,TwoLeadECG,ItalyPowerDemand,ProximalPhalanxTW,ChlorineConcentration,RefrigerationDevices,Lighting2,WormsTwoClass,Computers,ECG200,SonyAIBORobotSurface,ToeSegmentation1,ToeSegmentation2,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurfaceII,OSULeaf,wafer,ArrowHead,Ham,ProximalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,MoteStrain,SwedishLeaf,Coffee,Wine,ShapeletSim,Earthquakes,ProximalPhalanxOutlineCorrect,HandOutlines,BirdChicken,BeetleFly,yoga,Car,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour
DistalPhalanxTW,50words,Phoneme,WordsSynonyms,ShapesAll,FaceAll,Cricket_X,InsectWingbeatSound,MedicalImages,Cricket_Y,Cricket_Z,FacesUCR,uWaveGestureLibrary_Z,MALLAT,Lighting7,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,InlineSkate,Adiac,synthetic_control,Worms,OliveOil,Two_Patterns,CinC_ECG_torso,ChlorineConcentration,ECG5000,CBF,Symbols,Trace,ScreenType,SmallKitchenAppliances,Lighting2,Beef,LargeKitchenAppliances,Ham,SonyAIBORobotSurface,MiddlePhalanxTW,Gun_Point,Meat,RefrigerationDevices,SonyAIBORobotSurfaceII,ECG200,FordB,TwoLeadECG,ItalyPowerDemand,ECGFiveDays,DistalPhalanxOutlineAgeGroup,FordA,Computers,OSULeaf,MoteStrain,WormsTwoClass,Strawberry,ToeSegmentation1,ArrowHead,ToeSegmentation2,SwedishLeaf,ProximalPhalanxTW,MiddlePhalanxOutlineAgeGroup,wafer,DistalPhalanxOutlineCorrect,ShapeletSim,Earthquakes,Coffee,Wine,yoga,MiddlePhalanxOutlineCorrect,BeetleFly,BirdChicken,ProximalPhalanxOutlineAgeGroup,Car,DiatomSizeReduction,PhalangesOutlinesCorrect,HandOutlines,ProximalPhalanxOutlineCorrect,Plane,FISH,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1,Herring,FaceFour
ECG200,ShapesAll,Phoneme,50words,InsectWingbeatSound,Cricket_Z,Cricket_X,Adiac,Cricket_Y,FaceAll,WordsSynonyms,uWaveGestureLibrary_X,MedicalImages,InlineSkate,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,DistalPhalanxTW,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,Trace,synthetic_control,ScreenType,Two_Patterns,FacesUCR,LargeKitchenAppliances,CinC_ECG_torso,Symbols,SmallKitchenAppliances,DistalPhalanxOutlineAgeGroup,Worms,MiddlePhalanxOutlineAgeGroup,SwedishLeaf,ChlorineConcentration,MALLAT,ECG5000,Computers,ProximalPhalanxOutlineAgeGroup,MoteStrain,ToeSegmentation1,ECGFiveDays,CBF,ItalyPowerDemand,RefrigerationDevices,DistalPhalanxOutlineCorrect,OSULeaf,FordA,ToeSegmentation2,Ham,ShapeletSim,yoga,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,TwoLeadECG,SonyAIBORobotSurface,FordB,Car,BirdChicken,Lighting2,BeetleFly,DiatomSizeReduction,Earthquakes,wafer,PhalangesOutlinesCorrect,OliveOil,ProximalPhalanxOutlineCorrect,Plane,Gun_Point,FISH,Strawberry,Haptics,WormsTwoClass,Meat,Herring,NonInvasiveFatalECG_Thorax2,Beef,NonInvasiveFatalECG_Thorax1,ArrowHead,FaceFour,Coffee,Wine,HandOutlines
ECG5000,50words,WordsSynonyms,Phoneme,FacesUCR,FaceAll,ShapesAll,MALLAT,MedicalImages,InsectWingbeatSound,Beef,Cricket_X,Lighting7,Cricket_Y,uWaveGestureLibrary_Y,ProximalPhalanxTW,OliveOil,MiddlePhalanxTW,Meat,Cricket_Z,uWaveGestureLibrary_X,ArrowHead,DistalPhalanxTW,UWaveGestureLibraryAll,Worms,uWaveGestureLibrary_Z,InlineSkate,Haptics,synthetic_control,CBF,WormsTwoClass,Wine,Coffee,ProximalPhalanxOutlineAgeGroup,Strawberry,HandOutlines,CinC_ECG_torso,ChlorineConcentration,Gun_Point,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,Adiac,MiddlePhalanxOutlineCorrect,ScreenType,Ham,wafer,DistalPhalanxOutlineCorrect,Two_Patterns,LargeKitchenAppliances,Symbols,RefrigerationDevices,Computers,SonyAIBORobotSurfaceII,Trace,SmallKitchenAppliances,ItalyPowerDemand,ECGFiveDays,MoteStrain,FordA,Earthquakes,SonyAIBORobotSurface,ToeSegmentation1,FordB,TwoLeadECG,ECG200,OSULeaf,ToeSegmentation2,SwedishLeaf,ShapeletSim,yoga,BeetleFly,BirdChicken,Car,DiatomSizeReduction,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,FaceFour
ECGFiveDays,50words,Phoneme,ShapesAll,WordsSynonyms,InsectWingbeatSound,FaceAll,Cricket_X,MedicalImages,Cricket_Y,Cricket_Z,Lighting7,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,MiddlePhalanxTW,UWaveGestureLibraryAll,InlineSkate,ProximalPhalanxTW,MALLAT,uWaveGestureLibrary_Y,FacesUCR,DistalPhalanxTW,Adiac,synthetic_control,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Worms,Trace,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CinC_ECG_torso,CBF,Symbols,OliveOil,Two_Patterns,ECG5000,LargeKitchenAppliances,Ham,MiddlePhalanxOutlineCorrect,ScreenType,DistalPhalanxOutlineCorrect,Lighting2,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,RefrigerationDevices,PhalangesOutlinesCorrect,SmallKitchenAppliances,Computers,ProximalPhalanxOutlineCorrect,ECG200,MoteStrain,FordB,TwoLeadECG,ItalyPowerDemand,OSULeaf,FordA,Gun_Point,ToeSegmentation1,Earthquakes,Strawberry,ShapeletSim,Meat,ToeSegmentation2,SwedishLeaf,WormsTwoClass,wafer,BeetleFly,Beef,BirdChicken,yoga,Car,DiatomSizeReduction,ArrowHead,Plane,Coffee,Wine,FISH,HandOutlines,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1,Herring,FaceFour
Earthquakes,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,50words,Cricket_Z,Cricket_Y,Cricket_X,WordsSynonyms,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,Plane,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,FaceAll,InlineSkate,synthetic_control,Trace,InsectWingbeatSound,FacesUCR,OSULeaf,FaceFour,Worms,Two_Patterns,MedicalImages,DistalPhalanxTW,SmallKitchenAppliances,CinC_ECG_torso,Symbols,Lighting7,Car,MALLAT,LargeKitchenAppliances,ProximalPhalanxTW,SonyAIBORobotSurface,yoga,DiatomSizeReduction,ECG200,ShapeletSim,ToeSegmentation1,ToeSegmentation2,MiddlePhalanxTW,FordB,TwoLeadECG,ScreenType,MoteStrain,FordA,ECG5000,RefrigerationDevices,SonyAIBORobotSurfaceII,FISH,ECGFiveDays,DistalPhalanxOutlineAgeGroup,wafer,ItalyPowerDemand,OliveOil,ChlorineConcentration,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,PhalangesOutlinesCorrect,Lighting2,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Ham,Beef,Gun_Point,Haptics,Meat,Strawberry,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines,ShapesAll,BeetleFly,BirdChicken,Herring
FISH,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,Phoneme,Cricket_Z,Cricket_Y,SwedishLeaf,Plane,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Trace,synthetic_control,uWaveGestureLibrary_Y,FaceFour,OSULeaf,uWaveGestureLibrary_X,InlineSkate,Worms,Car,Two_Patterns,yoga,Symbols,SmallKitchenAppliances,DiatomSizeReduction,ShapeletSim,InsectWingbeatSound,BirdChicken,SonyAIBORobotSurface,ECG200,FacesUCR,ToeSegmentation2,BeetleFly,CinC_ECG_torso,ToeSegmentation1,FaceAll,FordB,TwoLeadECG,DistalPhalanxTW,MoteStrain,wafer,LargeKitchenAppliances,SonyAIBORobotSurfaceII,FordA,MedicalImages,RefrigerationDevices,ECGFiveDays,ItalyPowerDemand,ScreenType,50words,ECG5000,MiddlePhalanxTW,ProximalPhalanxTW,Haptics,Lighting7,WordsSynonyms,DistalPhalanxOutlineAgeGroup,Computers,Herring,Earthquakes,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
FaceAll,50words,Phoneme,ShapesAll,WordsSynonyms,InsectWingbeatSound,Cricket_X,MedicalImages,Cricket_Y,Cricket_Z,MALLAT,uWaveGestureLibrary_X,Lighting7,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,uWaveGestureLibrary_Y,MiddlePhalanxTW,Adiac,ProximalPhalanxTW,DistalPhalanxTW,Beef,synthetic_control,Two_Patterns,Worms,OliveOil,CinC_ECG_torso,ECG5000,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,Symbols,LargeKitchenAppliances,ScreenType,Meat,SmallKitchenAppliances,Trace,Ham,MiddlePhalanxOutlineCorrect,Lighting2,RefrigerationDevices,ArrowHead,ProximalPhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,FordA,ECGFiveDays,Computers,ItalyPowerDemand,Gun_Point,SonyAIBORobotSurfaceII,FordB,TwoLeadECG,ECG200,SonyAIBORobotSurface,WormsTwoClass,OSULeaf,SwedishLeaf,Strawberry,MoteStrain,Coffee,Wine,ToeSegmentation1,ToeSegmentation2,HandOutlines,wafer,Earthquakes,ShapeletSim,Car,yoga,DiatomSizeReduction,BirdChicken,BeetleFly,Plane,FISH,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour,FacesUCR
FaceFour,ShapesAll,Adiac,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,SwedishLeaf,Phoneme,FISH,Cricket_Z,OSULeaf,Cricket_Y,Symbols,DiatomSizeReduction,Car,Plane,Cricket_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,synthetic_control,uWaveGestureLibrary_Y,Herring,Trace,uWaveGestureLibrary_X,InlineSkate,BeetleFly,BirdChicken,Two_Patterns,Worms,RefrigerationDevices,InsectWingbeatSound,yoga,Earthquakes,ShapeletSim,SmallKitchenAppliances,FacesUCR,FaceAll,ToeSegmentation2,DistalPhalanxTW,CinC_ECG_torso,Haptics,SonyAIBORobotSurface,ECG200,ToeSegmentation1,FordB,TwoLeadECG,LargeKitchenAppliances,MoteStrain,wafer,MedicalImages,FordA,SonyAIBORobotSurfaceII,ScreenType,ECGFiveDays,50words,ItalyPowerDemand,MiddlePhalanxTW,ProximalPhalanxTW,ECG5000,Lighting7,WordsSynonyms,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,CBF,Ham,MiddlePhalanxOutlineCorrect,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines
FacesUCR,50words,ShapesAll,Phoneme,WordsSynonyms,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Adiac,InsectWingbeatSound,Cricket_X,MedicalImages,SwedishLeaf,MALLAT,Cricket_Y,Cricket_Z,Lighting7,uWaveGestureLibrary_X,ProximalPhalanxTW,MiddlePhalanxTW,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,InlineSkate,DistalPhalanxTW,OliveOil,FISH,Symbols,Plane,synthetic_control,Worms,OSULeaf,ECG5000,CinC_ECG_torso,Beef,CBF,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,Two_Patterns,DistalPhalanxOutlineAgeGroup,ScreenType,Strawberry,DiatomSizeReduction,RefrigerationDevices,FaceFour,Gun_Point,Car,Trace,LargeKitchenAppliances,ProximalPhalanxOutlineCorrect,ArrowHead,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,SmallKitchenAppliances,Ham,Meat,DistalPhalanxOutlineCorrect,WormsTwoClass,wafer,Computers,HandOutlines,SonyAIBORobotSurfaceII,Earthquakes,ItalyPowerDemand,ECGFiveDays,FordA,MoteStrain,FordB,TwoLeadECG,SonyAIBORobotSurface,Wine,Coffee,ECG200,ToeSegmentation1,Herring,ToeSegmentation2,ShapeletSim,BeetleFly,yoga,BirdChicken,Haptics,FaceAll
FordA,50words,ShapesAll,Phoneme,WordsSynonyms,InsectWingbeatSound,FaceAll,Cricket_X,MedicalImages,Cricket_Y,Cricket_Z,uWaveGestureLibrary_X,Lighting7,MiddlePhalanxTW,uWaveGestureLibrary_Z,ProximalPhalanxTW,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,MALLAT,InlineSkate,DistalPhalanxTW,FacesUCR,Adiac,synthetic_control,Trace,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Worms,ProximalPhalanxOutlineAgeGroup,ScreenType,DistalPhalanxOutlineAgeGroup,CBF,Symbols,CinC_ECG_torso,OliveOil,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,ECG5000,Lighting2,Computers,MoteStrain,ECG200,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,RefrigerationDevices,Two_Patterns,SmallKitchenAppliances,LargeKitchenAppliances,ItalyPowerDemand,OSULeaf,ECGFiveDays,Gun_Point,TwoLeadECG,Earthquakes,ToeSegmentation1,SwedishLeaf,Strawberry,BeetleFly,BirdChicken,Meat,wafer,ToeSegmentation2,WormsTwoClass,yoga,Beef,Car,DiatomSizeReduction,Plane,FISH,ArrowHead,Coffee,Wine,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,Herring,FaceFour,HandOutlines,FordB,ShapeletSim
